, Are there abandoned cars in the neighborhood? How many do you see? ,Are any commercial/residential buildings being renovated?,Are private security guards visible?,Census Tract,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #1,Image #1 coordinates,Image #2,Image #2 coordinates,Image #3,Image #3 coordinates,Image #4,Image #4 coordinates,Image #5,Image #5 coordinates,Is there a police officer visible? ,"Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)",Is there public transportation available in the block face? ,"On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ","On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ","On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?",Other thoughts or comments for Image #1,Other thoughts or comments for Image #2,Other thoughts or comments for Image #3,Other thoughts or comments for Image #4,Other thoughts or comments for Image #5,Timestamp,Unnamed: 0,Unnamed: 0.1,What kinds of establishments are there on the block face? Select all that apply.
70,0.0,No,No,4201.0,"1330 Portland Ave, Albany, California, 94706","1332 Portland Ave, Albany, California, 94706","703 Ramona Ave, Albany, California,94706",Statues of Chinese dragon in the front yard,,https://drive.google.com/open?id=1Ga4BJ__iRaoEHAhKAiBviuZ_OvUDZiB4,"[37.894722144942, -122.290721317496]",https://drive.google.com/open?id=1tx8Ho_Xx1IlxFvuFpD_8mt8ypY0i8ozk,"[37.8947216849739, -122.290706426029]",https://drive.google.com/open?id=1hzlU7_SjwLDRwpupfoOU-k_HnfLSWM16,"[37.8946516712088, -122.290819053875]",https://drive.google.com/open?id=1u3ib_nXLFlTgqIY-VK_S300dqM98EUV_,"(37.8947731, -122.2910214)",https://drive.google.com/open?id=1O65zAQLyCMvEHNITuTaqrw5lANMMNuBc,"(37.8947731, -122.2910214)",No,No,No,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,Decorations for Halloween in the front yard,The statue of Maitreya Buddha outside the front door,Sign for “Albany Stands United Against Hate”,,One residential house in good condition,10/24/2018 0:47:54,,70.0,
71,0.0,No,No,4028.0,"500 William Street, Oakland, CA 94612","1911 Telegraph Ave, Oakland, CA 94612","1951 Telegraph Ave, Oakland, CA 94612","500 William Street, Oakland, CA 94612","1990 Rashida Muhammad St, Oakland, CA 94612",https://drive.google.com/open?id=1B8mgqgMr73TtNQf_E9JZ21noLNMPUQv7,"[37.809083, -122.269945]",https://drive.google.com/open?id=1xIkwtc-hbQ70ik1rdY7gGdKMVpFh4btG,"[37.8085687916667, -122.27001425]",https://drive.google.com/open?id=1iWx8tFUqtY1hSvMxr_9Yles_V-WSr3KK,"[37.8092978, -122.2698631]",https://drive.google.com/open?id=1wGhTXP3HlKx7MQPZnOINYMHxPs45gxUV,"[37.809083, -122.269945]",https://drive.google.com/open?id=1q7JXOIzW_YF99UHcsGTI-jUO-Ku7DFrM,"[37.8091978, -122.2713988]",No,Yes,No,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,"The bin and the sign is printed with graffiti, which makes the sign sort of unclear for people who really using it. ","It is a performing tent that is under construction, I think that provides lots of entertaining experience to the residents nearby, but it may also brings noise at the same time.","There are some stickers and graffiti on the traffic light, it makes the block looks less clean and safe. ","There is word graffiti on the light, which is the property of the apartment, it may make the resident concern about the safety.","The electric scooters all lay down on the street, it makes me wonder if there is lack of the rental station or people are being disrespectful and just put it on the street.",10/24/2018 11:32:54,,71.0,"Eating places/restaurants, Parks"
72,0.0,Yes,No,4224.0,"4224 Oxford st, Berkeley. CA 94704 ",Virgiia street ,"4224 Oxford st, Berkeley. CA 94704 ",Virgiia street ,"4224 Oxford st, Berkeley. CA 94704 ",https://drive.google.com/open?id=18mZS7kS-3zPXC7NFhEfKzBXd2pOh2Zgj,"[37.8706709, -122.2659557]",https://drive.google.com/open?id=1Uc4xZnOrsAEOpFE0FfNPtSpaH_0wXSag,"(37.8752396, -122.2695878)",https://drive.google.com/open?id=1f5EEXDr_nRh7KALe6-UK1H6SfDBMLUEL,"[37.8706709, -122.2659557]",https://drive.google.com/open?id=1kk0-FHIWNGkIVignYS9zPLimDyNytfBa,"(37.8752396, -122.2695878)",https://drive.google.com/open?id=1qIeM3XRHdrIkdpOn83nLMzaTbKBjAgaC,"[37.8706709, -122.2659557]",Yes,No,No,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,,,,,,10/24/2018 0:53:13,,72.0,"Eating places/restaurants, Fast food or take-out places, Parks"
73,0.0,No,No,4204.0,"944 Polk St, Albany, CA, 94706","944 Polk St, Albany, CA, 94706","944 Polk St, Albany, CA, 94706",,,https://drive.google.com/open?id=15D9ilPcDdOBpMqIy3erYm7tJWr5kHSn_,"[37.8885478935646, -122.303105265884]",https://drive.google.com/open?id=1PzYujrD9PAc79DbI5Wx5iz8W2PD82Ynu,"[37.8885478935646, -122.303105265884]",https://drive.google.com/open?id=16dYIFMPtjdEL0fptVEnTTPHmTDo76z-e,"[37.8885478935646, -122.303105265884]",,,,,No,No,Yes,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,Ocean View Park across from the block,"Very clean street, little to no visible garbage or uneven pavements",Aesthetic is the typical residential block ,,,10/24/2018 0:53:41,,73.0,
74,0.0,Yes,No,4205.0,"1212 Marin Ave, Albany, CA 94706","976 Cornell Ave, Albany, CA 94706","949 Cornell Ave, Albany, CA 94706","1214 Marin Ave, Albany, CA 94706","Marin Ave, Albany, CA 94706",https://drive.google.com/open?id=1SOC9Xl_OtGd7_NrzS8RB6RRuDhZd1P5r,"[37.8871681951544, -122.294685971463]",https://drive.google.com/open?id=1r895LEdAloEFP8fZUZshG3lU42llMC2U,"[37.8879691186669, -122.295583134159]",https://drive.google.com/open?id=11XlUf-sBg3vLl541Mj7u0IB00V17iT_7,"[37.8888377321918, -122.295648990273]",https://drive.google.com/open?id=1gCtigTIsgfpoWJ_ACsSguwSKWJyC0LLi,"[37.8871797218604, -122.294627632217]",https://drive.google.com/open?id=16mt_F4DheSqgwcxhY2ecYsD1u0h2Ujmt,"[37.8895069, -122.2849992]",No,No,Yes,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,This was a very cute bird feeder set-up that was on one of the trees outside a home. I don't think one of these bird feeders would have lasted in Berkeley (not that there's any trees to put it anyway).,This was a heart-shaped rock lawn. A lot of the lawns here were very well-kept and fairly big.,Many of the fences to the home's backyard had elaborate fences/gates such as this one.,"I spotted many political signs on the front lawns of homes. As I was taking this picture, the owner of the home smiled and exclaimed ""yaaay!"" (She was probably thinking that I would post the picture in support or something.)  Another thing to note is that a lot of the signs were for the same candidate.",I was surprised to see a gas pipeline going through this neighborhood. (It was very loud.),10/24/2018 1:06:53,,74.0,"Community center, Eating places/restaurants, Fire station, Public library, Post office, Schools or daycare centers"
75,0.0,No,No,4214.0,"1953 Hopkins St, Berkeley, CA 94707","1961 Napa Avenue, CA 94707","1951 Napa Avenue, CA 94707","1959 Napa Avenue, CA 94707",,https://drive.google.com/open?id=1XS9dH-DeL1mEnoiI0V545pixRIVKgG2_,"[37.887229, -122.2734674]",https://drive.google.com/open?id=1oNGuNGLIR1kHbPzpywKp2L_D3xo9aH_f,"[37.8873484690157, -122.274302446425]",https://drive.google.com/open?id=1g8QQAvoAUdIxcknBqcrSLMOzNs31aAaQ,"[37.8871652265574, -122.274514425632]",https://drive.google.com/open?id=10DapGgYZ9P6XfysBDaEMrHbrHQuvPoyV,"[37.8873129368372, -122.274345773441]",,,No,No,No,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,On the corner of Napa Avenue lies Epworth United Methodist Church with the LGBT pride flag waving. ,Signs exhibit the owner’s views on social justice issue such as immigration. ,"On this particular side of the block, the front yards 
of the residents appear more maintained in comparison to the other side.
",Posters captioned: “We All Belong Here We Will Defend Each Other” “Everyone is Welcome Here” which highlight Berkeley's progressive political views.,,10/24/2018 9:08:59,,75.0,
76,0.0,No,No,4202.0,"712 Kains Ave, Albany, CA 94706","545 Kains Ave, Albany, CA 94706",,,,https://drive.google.com/open?id=1u1RtxQqTYtQuulY3zt4mHKlb1dCNfXyi,"[37.8933100950488, -122.299080770544]",https://drive.google.com/open?id=1idehI25XKTYmR4YwY64z0ete_m8sYSXM,"[37.896146714299, -122.299785019405]",https://drive.google.com/open?id=1RtVBL6DyY0UbG985CRKESgbgFh-R1wu6,"(37.8944611, -122.2974624)",,,,,No,No,No,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,"This image shows a large building that seems to be either a large house or a duplex. This block was a residential block with houses, apartments and duplexes. ",This image depicts a nicely decorated house for the upcoming Halloween holiday. This may reflect the moderate affluence in this particular neighborhood because this family has available income to allocate to seasonal decorations.,"This image represents the cleanliness of this area. Because I went to observe this census tract quite late at night, there were not people in the area. ",,,10/24/2018 1:03:26,,76.0,
77,0.0,Yes,No,4201.0,"1325 Portland Ave, Albany, CA 94706","1325 Portland Ave, Albany, CA 94706","1325 Portland Ave, Albany, CA 94706","1331 Portland Ave, Albany, CA 94706","635 Carmel Ave., Albany, CA 94706",https://drive.google.com/open?id=1Z-oucLPwuNFEBHzbXqnT1E07MbZDRVii,"[37.89559215, -122.290822536266]",https://drive.google.com/open?id=1VyPhxcdSZh1jTIO-GBZx-4cBklD-9jgb,"[37.89559215, -122.290822536266]",https://drive.google.com/open?id=1hmxtpogSza0gp39VtSjKiKAJJvEhmqhV,"[37.89559215, -122.290822536266]",https://drive.google.com/open?id=1DQw3ksHcZY6RZS3AtRWYe5G6b4IQq_p4,"[37.8948849185349, -122.290664283144]",https://drive.google.com/open?id=1Cc6LsfCBiCVMPN1vklNMbuMLmi4os0Aa,"[37.8956399683506, -122.289902173869]",No,Yes,No,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,"Photos of the community gardens at Memorial Park in Albany, CA","Recreational facilities at Memorial Park: enclosed playground for toddlers (top), resident exiting dog park (middle left), public grill/fire pit area (middle right), families gathered at large play structure (bottom)","Waste management/vandalism: (top) graffiti on a table near the enclosed playground; (bottom - left to right) a grill pit filled with litter, waste management compost bins, one of several trash/recycle/compost containers surrounding the playground","KISS: Kids Speaking Spanish, a Spanish-immersion pre-school program. ",One of several houses on the block that displayed political signs on their property.,10/24/2018 1:41:32,,77.0,"Parks, Playgrounds, Schools or daycare centers"
78,0.0,No,Yes,4033.0,"125 12th St #100, Oakland, CA 94607","120 11th St, Oakland, CA 94607","149 11th St, Oakland, CA 94607","1106 Madison St, Oakland, CA 94607","1221 Oak St, Oakland, CA 94612",https://drive.google.com/open?id=1YCotpid0nJPa_yKKM3TDyz-QD6xlwAmj,"(37.7944308, -122.2663244)",https://drive.google.com/open?id=1HR-7MXX_Fxvllx--NYTFJs3rAlbcKVt_,"[37.7992721666667, -122.264659666667]",https://drive.google.com/open?id=1voSUrwrqVfSADkL2gJGEDxJsWo5NTfUs,"[37.7996107340353, -122.266013196111]",https://drive.google.com/open?id=1WikV4tQhnM4L8e-WMGKwU68fPW2rOb7z,"[37.7996468, -122.264907171602]",https://drive.google.com/open?id=1_Fr_0AQSn6yVBnoJdchez4nMBZnJSee8,"[37.80032985, -122.26421478573]",Yes,Yes,No,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,"Because the library was surrounded by county and official buildings, the conditions of the block face was well-kept and fairly calm.",This was the only religious building in the area. Its Chinese writing coincided with that of the street signs.,This was across the street from the church. Fence was not too high but barbed wire was surprising to see in this particular spot.,Located outside the Alameda County Clerk-Recorder office building. Cigarette buds could be caused by those working in this building.,Located across 12th st. Upkeep shows consistency.,10/24/2018 1:55:42,,78.0,Public library
79,3.0,No,No,4239.01,"2034 Essex St., Berkeley, CA, 94703","3048 Shattuck Ave., Berkeley, CA, 94703","2007 Essex St., Berkeley, CA, 94703","2024 Essex St., Berkeley, CA, 94703","2024 Essex St., Berkeley, CA, 94703",https://drive.google.com/open?id=1bHvBIKhKD_Mswqs6VabNk4aKXcqMmiCX,"[37.8535880427933, -122.267571301641]",https://drive.google.com/open?id=1c-K0ZxQKLnz15p_sDVdGKRyvult4m5tx,"[37.8674531, -122.2677063]",https://drive.google.com/open?id=1ayoBN3xb2jFA9H2OdBoiy0tNWC70VDBT,"[37.8536873144386, -122.268067215455]",https://drive.google.com/open?id=1G9ct1T4eGyrq4O5cTaXMINrKFgTTHMcS,"[37.8535654881875, -122.267735893164]",https://drive.google.com/open?id=1X6VJHHZ8ZEPhsh_a7c6I2tvNv0j57q0w,"[37.8535654881875, -122.267735893164]",No,Yes,No,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,It demonstrates the many cars and trees on the sidewalks. ,This photo shows graffiti and lesser trees than the rest of the block. ,"We can see this house has a wheelchair sign, showing care for the disabled. ","There is a person and nice houses, showing an affluent neighborhood. ","There seems to be some sort of a shed, and there is also a motorbike, a rare sight in Berkeley. ",10/24/2018 1:56:33,,79.0,"Manufacturing, Supermarkets/grocery stores, Warehouses"
80,0.0,No,No,4006.0,"673 57th Street, Oakland, CA, 94609","640 57th Street, Oakland, CA, 94609","646 57th Street, Oakland, CA, 94609",,,https://drive.google.com/open?id=1yFzMJCILceWzPZUSV7x-yZdzcYCfPQCn,"[37.8422715681278, -122.267018605737]",https://drive.google.com/open?id=1wH8DJFd2ygB9RX4DqhQJyc4bZXZ7rBtY,"[37.8425570986673, -122.26610886039]",https://drive.google.com/open?id=1p27lDGuK25Yv2Q9tNOzzoqIPNyuW03nW,"[37.842535567487, -122.266265340517]",,,,,No,No,No,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,Only building under any visible renovations. ,The only house with visible Halloween decorations. ,Example of a duplex on this street. ,,,10/24/2018 2:10:54,,80.0,
81,0.0,No,No,4031.0," 555 12th St Oakland, CA 94607 ","Lafayette Square Oakland, CA 94607","901 Jefferson St Oakland, CA 94607","1000 Jefferson St, Oakland, CA 94607","577 11th St, Oakland, CA 94612",https://drive.google.com/open?id=15H6hm3J3Bq_p0L952jCWQ4rrk3UPt8bT,"[37.803536, -122.2750401]",https://drive.google.com/open?id=11POHEm97JUx3OmpN0SeAWmoM2JL4gBM0,"[37.80355845, -122.276889795949]",https://drive.google.com/open?id=1hXMDNC0niLi2XGvOCHb51mbxdTUQVSQm,"[37.802441, -122.277004]",https://drive.google.com/open?id=1hpUWPjmUanWiDKWQfK8jhMYnRzzg4VRH,"[37.803053, -122.276381]",https://drive.google.com/open?id=1LcGk7_11sSCr5cPE4pjrIxjOAsWe1LBz,"[37.8034640485874, -122.275805034285]",Yes,Yes,No,1.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,"This is the side of the block going towards 11th Street where you can clearly see the newer buildings. However, you are also able to see the difference in blocks with the trash that is located on the block I have chosen.","This is the block that faces the street I have chosen. There is a park area open to the public, and it is mainly being used by older male individuals as smoking spot although there is a playground present right next to them.","This is the block going towards 10th Street. As you can see, there are renovated apartments. This is just a 10 step walking distance away from my block and there is a large difference in the living conditions of the people on these blocks. ",This is a picture of the gutters of the block I chose. You can see that there are condoms on the floor along with cigarrete buds and other trash. The whole block has trash like this. ,"With this picture, you can see how “poorly” maintained the building is in the sense that it has lots of graffiti on it. You can also see how it is apartments on top of businesses, but they look nothing alike to the buildings surrounding it. ",10/24/2018 2:15:37,,81.0,"Eating places/restaurants, Parks, Playgrounds"
82,0.0,No,No,4212.0,"801 Shattuck Avenue, Berkeley, CA","807 Shattuck Avenue, Berkeley CA","944 Shattuck Avenue, Berkeley CA",,,https://drive.google.com/open?id=1tneWrhaL777hEhPE_n1cgkrp1r2N7_mY,"[37.8691664, -122.2678917]",https://drive.google.com/open?id=1qSNj8CuK56qGG8L6f7qPEsdND_amZZD6,"[37.8919258, -122.2719753]",https://drive.google.com/open?id=1N75DP--AqXDbPpQCGK10q95e3OLbqaMc,"[37.8904021539773, -122.269542775869]",,,,,No,Yes,No,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,Found these signs at the entrance of the park ,Found several houses with this sign in their yards ,Graffiti was found on almost every bin in this area ,,,10/24/2018 2:19:50,,82.0,
83,0.0,No,No,4202.0,"1114 Brighton Ave, Albany, CA 94706","1101 Brighton Ave, Albany, CA 94706","540 San Pablo Ave, Albany, CA 94706",,,https://drive.google.com/open?id=1O3nd_wcxr9LY5Q0xeocxBn-HJn-E4kxi,"[37.8966968, -122.300227790065]",https://drive.google.com/open?id=1oklkSV0KlbwIgDB7Qdam-pScYyjIbcNw,"[37.896977, -122.299999]",https://drive.google.com/open?id=1nrA_SBZhtJnMnoGZQWPu3twdyZu9l12a,"[37.8961913, -122.3010785]",,,,,No,Yes,No,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,"The street was actually pretty nice, no potholes or roughness. The lawns and areas around the block were also very neat yet in front of one house on the block, There was a huge pile of garbage. While I know what garbage can implicate as it is mentioned in the survey. It can imply a lack of ability or want to care usually within a poorer society- but this seems more like an anomaly like a garbage person dropping part of the house’s garbage without realizing. ","My main point in taking this specific photo is what it shows about the neighborhood, it is clearly a youth’s bike whether young 20s or a middle schooler. However, the importance comes with how the person left the bike. The bike was chained to the post with a fancier chain than the ordinary $5 one from Walmart which indicated a certain amount of wealth. The helmet was simply clipped to the side and things were left in the basket which implies a certain amount of trust in the area. I never saw the owner come back for her bike and even otherwise I wouldn’t be able to guess if she was a resident nearby. However, the bike itself was very indicative.
","This is a photo of the picture painted on the side of the bowling alley and while it was not on my block face, it was very clearly visible standing on the block face and looking across the street to the Bowling Alley on San Pablo, I found it interesting the statement that the owners and potentially the area is trying to make with the emphasis of “ since 2003”. A lot of areas strive for character and something personal and establishments that have been around for awhile tend to accomplish that. My city back home has a movie theater that has been around since the 20s, what it attempts to do is to take the current commercialization and add nostalgia which has economic and class implications in a comericalized, developed area. ",,,10/24/2018 2:32:08,,83.0,"Auto repair/auto body shop, Eating places/restaurants"
84,1.0,No,No,4203.0,"CLay St, Albany, CA, 94706","Jackson St, Albany, CA, 94706","Jackson St, Albany, CA, 94706",,,https://drive.google.com/open?id=1AzgKsVPZu8ZeB5inj_eT0ZC75Eg9amtw,"[37.8960324, -122.3009447]",https://drive.google.com/open?id=1VnTVEy1sP-2dD98bc1aoA-FZEEv7FUQ4,"[37.8835598, -122.2999737]",https://drive.google.com/open?id=152qy-h4JyaB4Ud3ITRlv0bGiNmJ1Mo_2,"[37.8835598, -122.2999737]",,,,,No,No,No,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,The houses were located on a uphill landscape so all the houses had 2 flights of stairs.,The opposing street was a park so it was not fully developed.,The area is a fire prone,,,10/24/2018 7:58:51,,84.0,
85,0.0,No,No,4213.0,"1727 Sonoma Ave Berkeley, CA 94707","1004 Ventura Ave Albany, 94706","1504 Beverly Place Berkeley, CA 94706",,,https://drive.google.com/open?id=1xNVJ8w1WXRaVunhCJ6OcsKOS_304wmiZ,"[37.886478, -122.281097]",https://drive.google.com/open?id=1I4DidIc06Shuj6vvk4erKmHD8THsnVca,"[37.8866117890428, -122.283759288247]",https://drive.google.com/open?id=1IYwwnsrL5weY2rqs4fekMJVUjSia1LJ3,"[37.8860642045267, -122.283452068097]",,,,,No,No,Yes,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,"I noticed this neighborhood is 100% residential. Many of the homes are single unit houses with their own lawn, driveway, and backyard. I also noticed a handful of local election signs on the street. The street was nice to drive down because there were a lot of trees on the sidewalk and mostly stop signs/almost no traffic lights. ",The house sizes range from large to small. This house was a smaller house I noticed and I thought this neighborhood might have been here for a long time from the architecture. I think smaller houses like the one in the photo are common back in the 1950s or 1960s. ,"This neighborhood had an overall well landscaped garden. There were a lot of plants, bushes, and tree everywhere which created a scenic route to walk within the neighborhood. I did not run into many people during my observations but I could hear kids nearby and maybe a school. ",,,10/24/2018 8:20:12,,85.0,
86,0.0,Yes,No,4203.0,1216 Solano Ave,1216 Solano Ave,,,,https://drive.google.com/open?id=1qeRKijHF_BHFDFYP7Q-cLeRz4odTobvF,"[38.0991816734694, -122.24313555102]",https://drive.google.com/open?id=1uiu8Hxxu9RJ6TJ1UZukgkmYdf9zFu4Mw,"[38.0991816734694, -122.24313555102]",https://drive.google.com/open?id=15YA227LEhQTs9djgpHo5YS5vJip--VtQ,"(37.8906102, -122.3182668)",,,,,No,No,Yes,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,YMCA Daycare Center,Bus stop in front of the YMCA Daycare center,People walking their young children.,,,10/24/2018 8:40:16,,86.0,"Community center, Eating places/restaurants, Schools or daycare centers"
87,1.0,Yes,No,4027.0,"17th and West st. Oakland Ca, 94607","799 West st. Oakland Ca, 94607","1700 Market st. Oakland Ca, 94607","1825 Market st. Oakland Ca, 94607","1741 Market st. Oakland Ca, 94720",https://drive.google.com/open?id=1TE-3Sgdjei-7vIcJURmyTTXfVN9pv3YX,"(37.8103872, -122.2769914)",https://drive.google.com/open?id=12KbOu3QRFyrReCANQofvw54dhmPMepAr,"[37.805886, -122.2805487]",https://drive.google.com/open?id=13LdUflBPGmk6COubnQuQ1saI7BE2qEoV,"[37.8114162258713, -122.279555616207]",https://drive.google.com/open?id=1hY9SBgJnSQAOsB6TZA3my-zQXKcE2gPI,"[37.8114033469388, -122.279952326531]",https://drive.google.com/open?id=1EqqBUYcleBX4dMPaqG4Me-Nhl4oZKioV,"[37.811043, -122.280172936693]",Yes,Yes,Yes,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,This is the entrance of Marston Campbell park. To the left of it it is a charter school called Kipp Bridge Academy. In the background I noticed the semi high project apartments(Market st.).  On the opposite side of the camera are just normal individual houses,This is a drug store that stays open 24/7.,This is  Kipp Bridge Academy. A charger school for those of the neighborhood.,This is a Rec center where boys and girls can go play at. The center is normally very busy after school as kids wait for their parent to pick them up.,A liquor store that sits right across fork school grounds.,10/24/2018 8:55:10,,87.0,"Bars and alcoholic beverage services, Community center, Fast food or take-out places, Gas station, Liquor stores or Marijuana Dispensaries, Parks, Playgrounds, Schools or daycare centers"
88,2.0,No,No,4007.0,"882 61st St, Oakland, CA, 94609","882 61st St, Oakland, CA, 94609","858 61st St, Oakland, CA, 94609",,,https://drive.google.com/open?id=1d8wgOLchaunxxQzyq64O71MIkw_5Gtdv,"[37.8456243333333, -122.274682333333]",https://drive.google.com/open?id=1E4OttYkus_6dlYa1HP3AvhtdNzW_EdlW,"[37.8456243333333, -122.274682333333]",https://drive.google.com/open?id=1AJGCjq-kqndpIskd9BNSZd3yjxASd93V,"[37.8456908333333, -122.274000333333]",https://drive.google.com/open?id=1nQ2oRcyKFfR8YiG9HlkANX-BXCmD02zd,"(37.8417578, -122.2723135)",,,No,No,No,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,"This was the only seemingly vacant house on the block, as all of the bottom floor windows were blocked off with wooden panels. The house also looks worn out and the steps look like they have not been swept in a long time. There are cobwebs accumulated along the edges of the mailbox. ","This is a picture of the front yard of the vacant house. The grass and greenery is mostly brown and dry, and looks like it hasn't been cut or watered in a long time. There is also a single, empty bottle of what looks like to be beer on the ground. The house is surrounded by wire mesh fencing. ","This image is interesting in that the house (duplex?) itself is in quite nice condition, except there are obvious indicators that they want to be protected from intruders. Along with the ""BEWARE of DOG"" sign, there seems to be a bell attached to the wire mesh gate, which would ring if anyone tried opening the gate. There is also a security system installed as indicated by the Bay Alarm sign.",This sign was the only piece of political propaganda on the street. Measure E supports the continuation of funding for Peralta Community Colleges and the allocation of funds towards academic over administrative purposes. Measure G supports the use of funds to upgrade old classrooms and other equipment for Peralta Community Colleges. What's interesting about this is the fact that whoever chose to put this sign up chose to place it here in this neighborhood.,,10/24/2018 9:46:58,,88.0,
89,0.0,No,No,4224.0,"2015 Francisco St Berkeley CA, 94709","2030 Francisco Street Berkeley, CA 94709","1752 Shattuck Ave Berkeley, CA 94709",,,https://drive.google.com/open?id=1L2JxhMfmUqHdCql4cAvrBlpOkTV2Bnly,"[37.8756323, -122.2703968]",https://drive.google.com/open?id=1gmkIXMBU_9EgVM-KEtwZOZEs85jXghpN,"[37.87537435, -122.269468170856]",https://drive.google.com/open?id=13lbCDL-cvmWSX6-NcL0XgzvnH2YVmZYs,"[37.8753467, -122.269145]",,,,,No,No,No,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,There were multiple political signs on the block. Most were on people lawns promoting candidates they would vote for.,"This is an image of the Berkeley School Early Childhood Campus. Walking into the block it seems mostly residential but, this school is hidden. Most of the students getting out of school were waling home with their parents as they live on the block.",This was one of the two establishments on the block. It was the first thing on the block.,,,10/24/2018 9:50:25,,89.0,"Auto repair/auto body shop, Schools or daycare centers"
90,0.0,No,No,4201.0,"N/A, because it is a picture of a car","N/A, because it is a car.","613 San Carlos Ave., Albany, CA, 94706","631 San Carlos Ave., Albany, CA, 94706",,https://drive.google.com/open?id=13sbJ9yBiAaxekgE7u1cnYY-YDfVRsXUp,"(37.8947731, -122.2910214)",https://drive.google.com/open?id=1A7PnfkBYFXel8AqzLiHTDcXXy4H4Xz5m,"(37.8947731, -122.2910214)",https://drive.google.com/open?id=1hC1qBkCruIFNd_gqBBopNbh-8k68wbZR,"[37.8962868364934, -122.289001501856]",https://drive.google.com/open?id=1dlaENV93j3bqo5oj7lmSbTaWT5nA4yO5,"[37.8959911166593, -122.28901627086]",,,No,No,No,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,"This car was extremely different from the one included in Image #2, but it was interesting how both of them were parked on this street. This implies that there could be a variety of people from different socioeconomic backgrounds living together on this street. ",This car is a fairly new BMW as opposed to the old Mitsubishi pictured above. This simply indicates the difference in taste and access to life chances among the residents of this street.,"This depicts a comparatively older house than the house pictured in the next image. As opposed to the cars, this simply shows a slight difference among people's economic abilities on this street. ","This house seems to be recently renovated and painted, as opposed to the house in Image #3. It's interesting to see such a difference among houses that are so close to each other.",,10/24/2018 10:29:46,,90.0,
