Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5,Image #1 coordinates,Image #2 coordinates,Image #3 coordinates,Image #4 coordinates,Image #5 coordinates
10/22/2018 23:01:24,4229.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,No,2.0,Yes,"Banks or credit unions, Bars and alcoholic beverage services, Community center, Eating places/restaurants, Liquor stores or Marijuana Dispensaries, Public library, Post office, Schools or daycare centers, Supermarkets/grocery stores",2.0,Yes,Yes,No,https://drive.google.com/open?id=1Zy4jfsaAfmYetUyW13ofXS-gWyMl_DnE,"2033 Centre Street, Berkeley, CA 94704","This is a renovating multi stories parking garage, which has shown that the need of parking spaces in the area. Other than parking spaces for vehicles, it is not hard to see that this parking building will also provide spaces for bikes. ",https://drive.google.com/open?id=1kba5oX9iV7XJ4vtQC87BaMMuEmdNSGEv,"2160 Shattuck Ave, Berkeley, CA 94704","An open area located in Shattuck Avenue, right next to the Downtown Berkeley bart station. There are tables and chairs for people to sit and rest. During the time I observed, there are two groups of people using the facility. ",https://drive.google.com/open?id=1TfwP8f8dia7ufVRlt5o7-SzQejSOv1x-,"2180 Milvia St, Berkeley, CA 94704",An official ballot drop box placed outside of the Berkeley Civic Centre. This facility has increased the connivence for citizen to vote. ,https://drive.google.com/open?id=11pnu5NtPE6UtGcJZih7MEH8XcldDxeQE,"A newly renovated entrance to Downtown Berkeley bart station. The entrance has used transparent materials, created a stylish and fancy look, which enhanced the appearance of the city. Other exits or entrances are still haven't renovated. ","2160 Shattuck Ave, Berkeley, CA 94704",,,,"[37.8701696926423, -122.269715048698]","[37.8701007, -122.2681385]","[37.8694472, -122.270795144079]","[37.8701007, -122.2681385]",
10/22/2018 15:17:51,4028.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,Yes,2.0,Yes,"Community center, Warehouses",2.0,Yes,No,No,https://drive.google.com/open?id=1ixUrnmxxv0yOWIoT3kFjrL8WkarCIQDE," 21st Street, Oakland, CA, 94607",In this picture you can see a new apartment building under construction and signs of graffiti on the trash can.,https://drive.google.com/open?id=10peHEHugb16HYonuT_Hx0U2ooy9v44o_," 21st Street, Oakland, CA, 94607",This picture shows a gated parking lot for the residential homes.,https://drive.google.com/open?id=1ponpfuZHZ__n424Ap_X92s0SbkFYxLYa," 21st Street, Oakland, CA, 94607",Recently developed apartment building as part of a gentrified street.,https://drive.google.com/open?id=1dGHHgHdbw2tMMj4GMgrbHJ76AMjCiySR,mental health facility ," 21st Street, Oakland, CA, 94607",https://drive.google.com/open?id=1Jp3whgPNrVMLONVsO4_eSKq3RsU_wawD," 21st Street, Oakland, CA, 94607",A new developed Christian boys apartment building.,"[37.8044557, -122.2713563]","[37.8044557, -122.2713563]","[37.8044557, -122.2713563]","[37.8044557, -122.2713563]","[37.8044557, -122.2713563]"
10/22/2018 15:25:57,4203.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,1.0,No,,2.0,No,No,No,https://drive.google.com/open?id=1d4ZNZPsaQ6YRtRSC-UT-SMK0zYdUWY6s,"943 Jackson Street, Albany, CA, 94706",Three houses in the middle of the block. Distinct color and style though some consistency in the design. The middle house appears in rougher condition with the old rusted car in the drive way. Another vehicle is covered up next to the car.,https://drive.google.com/open?id=1ZdUD6pLz79df_mtjoJPV1q5nYfHw3ZcG,,Car parked on street for sale.,https://drive.google.com/open?id=1HE04oe-pwyQQfyLBecXM8zY2Ss-aEF4t,"909 Jackson Street, Albany, CA, 94706","Larger parking area in front of white shed that lies between two residential buildings: larger white apartment-like complex (at least 4 units per building), and beige house. Lawns are dried up.",,,,,,,"[37.8888951428571, -122.301228142857]","(37.8906102, -122.3182668)","[37.8895369795918, -122.301427979592]",,
10/22/2018 16:38:09,4005.0,2.0,3.0,1.0,3.0,0.0,2.0,3.0,No,2.0,No,,2.0,No,No,No,https://drive.google.com/open?id=1CBfKktK-lNH4tkPNECQFFg_REQh3E6-F,"765-725 65th St Oakland, CA 94609",Caption 1 : This is a campaign advertisement placed by one of the residents of 66th street. It is advocating for the candidate Jovanka Beckles who is a mental health professional in Contra Costa.,https://drive.google.com/open?id=1_A_ABrRRucPQbPXENOVFcEJy4omdZT_M,"700-726 65th St Oakland, CA 94609","
Caption 2: This was placed outside an empty lot that will soon go through the construction of a building of commercial use, but also includes residential space. ",https://drive.google.com/open?id=1zgoSfkBDnCHOG0nR9LJIg5syjJDAF3bG,"700-726 65th St Oakland, CA 94609",Caption 3 : This is a babysitting advertisement posted on an electric pole. This shows that families do live in this area. ,https://drive.google.com/open?id=1cK2am2Bw0Nz_cfHiOuwFnHj83yXJqHjS,"Caption 4: A few of these houses had these security signs, which is a warning to anyone that tries to steal or harm the property.
","765-725 65th St Oakland, CA 94609",https://drive.google.com/open?id=152817s_AcTQYSCp0QMB18Ikg02j0Iyxo,"700-726 65th St Oakland, CA 94609","Caption 5: This patch of grass contains a variety of items that should probably be in the trash; this ranges from cigarette buds, to clothing items. ","(37.8485167, -122.2647445)","[37.850398, -122.266079]","[37.850398, -122.266079]","(37.8485167, -122.2647445)","[37.850398, -122.266079]"
10/22/2018 16:56:02,4217.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,No,1.0,No,Supermarkets/grocery stores,3.0,Yes,Yes,No,https://drive.google.com/open?id=1V4tmPwWKMhN-i9UP5ins4TQ2FbJ25O47,"1480 Shattuck Ave, Berkeley, CA 94709","The bus stop on Shattuck Avenue faces a large amount of businesses such as a book store, a nail salon, and restaurants. It is convenient for the inhabitants of this block to have many services at such a close range but also for those who come from neighboring blocks who have access to these services in close proximity to a bus stop. ",https://drive.google.com/open?id=1pgHgmAoIZUp8NjYG40AJdZwcxIAwlHZC,"1444 Shattuck Pl, Berkeley, CA 94709",The Safeway with bike racks in front indicate that perhaps it is common for many individuals from nearby blocks to grocery shop here. The Safeway in the middle of the block adds a large amount of vehicular and foot traffic to an otherwise calm and quiet block. ,https://drive.google.com/open?id=1bqkri8R37xQTZcTjPbm_j1niBltIuX7_,"1480 Shattuck Ave, Berkeley, CA 94709","This image shows two of the very few people of color observed in this block. The man is a private security for Bank of the West, while the women is collecting cans in a shopping cart and asking for spare change. ",,,,,,,"[37.8803948, -122.2695509]","[37.8809073, -122.2696792]","[37.8803948, -122.2695509]",,
10/22/2018 16:57:02,4203.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,No,1.0,No,Schools or daycare centers,3.0,No,No,No,https://drive.google.com/open?id=1Oyf6uxl4a_dvAiMi7_n1YLTF8WqoiAgu,"Jackson Street, Albany, CA 94706",sign of jackson street crossing with washington avenue,https://drive.google.com/open?id=19wKFgXCpWfHk9b2uobhyNoZNTGwjlDrJ,"Jackson Street, Albany, CA 94706",a resident was giving their used grill away and had a free to take sign on it,https://drive.google.com/open?id=1Yv8AAE9RYn2GoBjfPYkrvVe7GlQF0CDW,"Jackson Street, Albany, CA 94706",most cars were lined up across the street rather than in their driveways,https://drive.google.com/open?id=1-wf96MoH3hxQ4tpTNA-ITReWwvplqnR_,this is the children's center across the street,"Jackson Street, Albany, CA 94706",https://drive.google.com/open?id=14TPv3e1A7WhwYiansIvZurclYYcTwRj7,"Jackson Street, Albany, CA 94706",this is the abandoned stroller across the street,"[37.8835598, -122.2999737]","[37.8835598, -122.2999737]","[37.8835598, -122.2999737]","[37.8835598, -122.2999737]","[37.8835598, -122.2999737]"
10/22/2018 17:58:19,4206.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,No,1.0,No,"Parks, Playgrounds, Schools or daycare centers",3.0,No,No,No,https://drive.google.com/open?id=13OSC29IA4bFSwTSnlfZyAg6ZfHedhYDw," 1001 Santa Fe Ave, Albany, CA 94706",the school was located conveniently in a community that circled around the school. The houses surrounding the school were well kept and it seemed like a great place for an evening stroll for the individuals in the community. The street was clean around the school as well there was no visible litter in the area. ,https://drive.google.com/open?id=1tDQfG1N3bELgumG-MAzBb68rtyiHarzI," 1001 Santa Fe Ave, Albany, CA 94706","Although the school was well kept and the neighborhood, the streets in this area were not greatest. There needs to be an improvement in the streets for aesthetic purposes rather than functionality of it since there were no visible potholes. ",https://drive.google.com/open?id=1ZQ6g2YSuIF38EgP20giC2Rlh2sBb0WyV,"Tevlin St, Albany, CA 94706","Community Park located in between the neighborhood, this was the location where I got the most stares as I'm sure people were well aware that I was not from there and taking pictures of their community as an outsider was probably off putting for them. ",https://drive.google.com/open?id=1x7LdnaHfBdZGK2hHieA3TAFjPuskBHeB,This was the intersection for Santa Fe and Neilson Street  in between where you approach the neighborhood park. Most of the families the day where out in their front yards doing family activities such as pumpkin carvings ,"Albany, CA 94706902 Santa Fe",https://drive.google.com/open?id=1Uzahfa5I2Hq8M26CmA5X71QEo-pBevOh,"Tevlin St, Albany, CA 94706","Just thought this was fancy for a park to have a sign like this, I'm just thinking about the park back home (I'm from a low income latino community) and our park does not have something as official as this. ","[37.888418, -122.288236]","[37.888418, -122.288236]","[37.8871152, -122.2860321]","[37.8889554, -122.2882017]","[37.8871152, -122.2860321]"
10/22/2018 18:55:28,403.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,No,2.0,Yes,"Banks or credit unions, Community center, Eating places/restaurants, Fast food or take-out places, Schools or daycare centers",2.0,Yes,No,No,https://drive.google.com/open?id=1xOMxDNzIiBsq9qvSH22DHCHw-cBw_E_e,"1000 Broadway #5000, Oakland, CA 94607",The group was that big the whole half hour I was there. Also there's bread on the floor and the floor near the bus stop is wet.,https://drive.google.com/open?id=1lyiwYAFCiqkwlKmOo557t12B31ocX3T6,"1000 Broadway, Oakland, CA 94607",Here's the bread. I found the empty bag of bread right where the group of people were. ,https://drive.google.com/open?id=1_qDuLYrcv7xkMimuV0ZUh4eLHrfMnWTt,"1000 Broadway #5000, Oakland, CA 94607 (corner or Broadway and 11th)",These bilingual signs reoccur all around the block. Makes sense since this is Chinatown. ,https://drive.google.com/open?id=167k0dJGGIVP8QkcflQI1JY7GVxMd8v5s,"The irony of this is that the block has a nice dispenser for your cigarette butts, yet some fellow decided he was too far away and dropped his cigarette butt right next to this light post. You can see the orange butt on the right side.","1000 Broadway #435, Oakland, CA 94607",https://drive.google.com/open?id=1GxTU5Ku5MdF2d7cxdZ_rTe9-_0W1mrR7,"988 Broadway, Oakland, CA 94607","This is a bit far from the past area, I did take a walk all around the block and saw this tree with a supporting stick tied to it. The stick itself had some neat stickers that show some of the street art and culture, nice.","[37.888418, -122.288236]","[37.80158675, -122.272078704028]","[37.8871152, -122.2860321]","[37.8889554, -122.2882017]","[37.80107175, -122.27290728265]"
10/22/2018 19:05:25,4007.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,No,3.0,No,,2.0,No,No,No,https://drive.google.com/open?id=1ZNui1Tr4WKNRNhAjImuF85HxnjAL_dub,"5417 Genoa Street, Oakland CA, 94608","The photo shows a residence with a portable outhouse positioned in the front yard, and a sign to beware of dogs. I did not hear any dogs or any people nearby. The house may be under construction, but I conducted my observation on a Sunday and there were no workers to be seen. I was unable to ascertain if the building was abandoned or only undergoing renovations. It may be worth noting that when I went to match my photo with a street address on Google Earth, the image shown on the latter depicted that this house was once in much better repair.",https://drive.google.com/open?id=1G-9PPPIrjn-GHIPQ278ER7zpclnS9UKs,"5401 Genoa Street, Oakland CA, 94608","This photo shows what was probably a multiple family residence, surrounded on all sides by high, vision-blocking fencing. At first glance, I assumed from the fencing the building was abandoned, but when I looked closer, I saw lights on and a campaign sign in the window. Flowers grew behind the fence, and the yard appeared to be somewhat maintained. It may be worth noting that when I returned to google earth to match my images to their addresses that the fence was not shown.",https://drive.google.com/open?id=1m5612PBCn3PVYlknEb8hVnoWPnI8IW0c,"5401 Genoa Street, Oakland CA, 94608","This photo is of the street corner directly outside of the house pictured in image 2, showing the large waste items left on the corner. There are a few large items of furniture, denoting the possibility of recent moving or vacating of the residences nearby. ",https://drive.google.com/open?id=1IgVi15OKhLA36eO_lgZENFBg6gSllYQD,"This is a screenshot from the video footage of the walk taken down Genoa. I was struck by the severe disrepair of the front landscaping for the house pictured, versus the house next door, which was well-kept and decorated for Halloween. Again, the recurring juxtaposition of well kept homes existing directly next to severely dilapidated ones was striking. ","5417 Genoa Street, Oakland CA, 94608",https://drive.google.com/open?id=1bAedGZtOx9UKe3qe9o_DTNwIIMDgvvlu,"852 55th Street, Oakland CA, 94608","While not on the blockface observed, I photograhed the adjacent corner to show that businesses are nearby, even if not on the blockface of Genoa. This picture was taken from the corner of Genoa and 55th, and shows Clean Cuts Barber, a pedestrian, and the street sign.","[37.8388597838474, -122.271710102164]","[37.83876, -122.27169]","[37.83876, -122.27169]","[37.8388597838474, -122.271710102164]","[37.8396310384707, -122.271994332925]"
10/22/2018 20:02:54,4027.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,Yes,3.0,No,,3.0,No,No,No,https://drive.google.com/open?id=1Zy0My4U118vLre944Z2_Cw-trROWh6ey,"819 St., Oakland, CA, ",The painting on the staircase has been peeling off.,https://drive.google.com/open?id=1o9wDVNwZPIlS9XGtrgflB9BwQg1RSK0F,"1936 West St., Oakland, CA 94607","The bars on the lower window indicates how the neighborhood is not entirely safe and how break-ins can occur through the windows, hence some of the houses barred their windows for precaution. ",https://drive.google.com/open?id=1RpV-9_tMNlU6Wku2Bg3LFnJM0LwlI_6S,"812 20th St., Oakland, CA","It appears like someone has cut into the fence, and it hasn’t been repaired since then.",https://drive.google.com/open?id=1QgpwXvzznmJeKfo1m5NFD2wO_uzF04A_,"One of many “Cat Brooks for Oakland Mayor” signs
Cat Brooks is running for Oakland Mayor and some of her platform includes fighting for housing for everyone, quality education for everyone, an economy that will create good paying jobs close to Oaklanders, and investing in Early Childhood Development Programs to create safer communities. ","858 20th St., Oakland, CA 94607",,,,"[37.8044557, -122.2713563]","[37.811115768889, -122.277216633444]","[37.8117458, -122.2773832]","[37.8121296431387, -122.278383939745]",
10/22/2018 20:42:07,4204.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,No,1.0,Yes,Parks,3.0,No,No,No,https://drive.google.com/open?id=1SU00i-D4xkZbL-c81q6vwpl0COrj-zCn,1198 Garfield Ave Albany CA 94706,Its the nicest house on the block,https://drive.google.com/open?id=1QA5nVNCl1MB-kN-4i7c7-saBtnwxqF-Y,1190 Garfield Ave Albany CA 94706,Large very old shade tree ,https://drive.google.com/open?id=1xXV9XAi11ihP1ktV6c-ZDSsYjIUMlVKb,1153 Garfield Ave Albany CA 94706,The only quadplex on the block ,,,,,,,"[37.895475, -122.298045]","[37.8954600770572, -122.298117186363]","[37.8955509501496, -122.298512110042]",,
10/22/2018 21:09:02,4235.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,No,1.0,Yes,Chain retail stores,2.0,Yes,No,No,https://drive.google.com/open?id=1PYGbOwFcaIGgqrcypt6QjPjBefTCM96p,"2701 Shattuck Ave Berkeley, CA 94705",Under construction with fencing lining the area.  Possible abandoned cars in the lot,https://drive.google.com/open?id=193oLc3BGT4zo6nIo5jqRxN1eCIm7I4wb,"2125-2101 Derby St Berkeley, CA 94705",Homeless pair of people camped out in a tent on the sidewalk of Derby st. ,https://drive.google.com/open?id=1gE-pDvHWN4kY1hMy3sSPnrRq5nlgUU-X,"2721 Shattuck Ave, Berkeley CA 94705",Construction occurring in front of the block.,https://drive.google.com/open?id=1o25MlgucIai2wvl0W3eWpEmOOxc_1OBO,A bus passing by in front of the block. This picture was taken from the bus stop for bus 18 and 800 located on the block.,"2700 Shattuck Ave, Berkeley CA 94705",https://drive.google.com/open?id=1UGehBbTpBgCkNb84aiXu_Ml44rjPyFw9,"2655 Shattuck Ave Berkeley, CA 94704",A view of the left side of the block (Derby street).,"[37.8582460939597, -122.266743181208]","(37.859365, -122.2680467)","[37.8582275033557, -122.266740899329]","[37.860224, -122.26728]","[37.8724895, -122.2684359]"
10/23/2018 0:15:21,4007.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,No,2.0,Yes,,2.0,Yes,No,No,https://drive.google.com/open?id=1-rKpkSfiRyxJXWI6svNMA8c0tyzaosEi,"6002 Martin Luther King Jr Way, Oakland, CA, 94609",The houses in this block are mostly well kept. And the bus stop is near although there is only the #12 bus.,https://drive.google.com/open?id=1kOZok_s3_nXA2cmrnK_DiiZYYaLBslby,"722 61st St, Oakland, CA, 94609","Although the block seems to be peaceful and safe, we can find lots of iron meshes on the windows and doors which might refers to the potential danger in reality.",https://drive.google.com/open?id=1XlZ6db0YdgJhUqSFJzFUVgVpQuQJnWs_,"708 60th St, Oakland, CA, 94609",There is a security warning sign beside a tree which is set by the office of community development in cooperation with the Oakland Police Department. And the sign looks like an eye that observing and supervising the neighborhoods.,https://drive.google.com/open?id=1d0rk98Xp1GzLjwb1yeLmbJbJc4DM7H61,"Many security signs are seen in front of the private residential houses telling people that the residents of those houses are under professional protection and security. We can find at least 3 security companies from the signs, such as ADT, Bay Alarm and Life Line, etc.","740 60th St, Oakland, CA, 94609",https://drive.google.com/open?id=1gX1Z9ze9DQNMaHw-djEFJ-0OQT2eJ7k4,"766 60th St, Oakland, CA, 94609","There is a sign read No Trespassing on the wall beside the side door. And thinking of all the signs mentioned above, the safety of this block is highly likely to be worrying.","(37.8417578, -122.2723135)","[37.846368945708, -122.269203588716]","[37.8455132950346, -122.268707174414]","[37.845426548263, -122.269375881554]","[37.8453560909265, -122.269919209273]"
10/24/2018 0:17:21,4201.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,No,2.0,Yes,,3.0,No,No,No,https://drive.google.com/open?id=1k56-U_UaZ5vvr9xXBiWcMutTvUIEwTua,"615 San Carlos Ave, Albany, CA 94706",I thought it was interesting that in front of this house they had this little post. A little post that allowed people who passed by to take a book.,https://drive.google.com/open?id=1hT4jDVw666CtFTW2YqefXltBS3q-RbE-,"610 San Carlos Ave, Albany, CA, 94706","This was one of the few, if only, houses that had random items scattered around the property.",https://drive.google.com/open?id=1vlMurLyNQfHjlkzcH9PRgO5Y-mDwaFff,"606 San Carlos Ave, Albany, CA, 94706","This was one of the few houses, if only, that seemed to either be undergoing renovation or house with a damaged appearance.",https://drive.google.com/open?id=1eig-VMTv7lLpGqdFzUQzSGvTpJldcAT_,"This was a random house that I chose to represent the neighborhood. It was for the most part a well kept house, disregard the sideways cooler. ","600 San Carlos Ave, Albany, A, 94706",,,,"[37.896253975909, -122.289003085498]","[37.8963257988601, -122.289207913308]","[37.8963914793161, -122.289204747985]","[37.89649, -122.2892]",
10/22/2018 22:19:38,4204.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,Yes,1.0,No,"Community center, Eating places/restaurants, Fast food or take-out places, Parks, Playgrounds, Schools or daycare centers, Supermarkets/grocery stores, Warehouses",1.0,Yes,No,No,https://drive.google.com/open?id=1rFh9Z58twKJUsaACZG9dSMTJFp0E-DGh,"1080 Monroe St. Albany, CA 94706",The newly constructed and modern commercial buildings. Here we see a Starbucks Coffee and the Banfield Pet Hospital. ,https://drive.google.com/open?id=1s1cdEBQZ06u3yeujy3fr091QFb2Xmotn,"1068 Monroe St. Albany, CA 94706","Here is a sign that says, ""Designated Free Speech Area"". In the corner, someone has tagged, ""I do what I want!"" I have never seen a sign like this before and wonder why the sign is there in the first place.",https://drive.google.com/open?id=1lpjh1tfguTo2VQXiH-5vQ1bqwqurkys2,"1068 Monroe St. Albany, CA 94706","It was hard to find cigarette buds and empty liquor bottles, but I was able to find a couple further down Monroe Street.",https://drive.google.com/open?id=1YatFTPW4ne7bqgR3n37zj7PsQNi5b-MB,"Someone tagged 'Please Jesus"" on the outside of a warehouse storage bin. This is located in the parking lot of the recreational center.","1050 Monroe Street Albany, CA 94706",https://drive.google.com/open?id=1y_jXRf696nC2AvMTbODGDv28Z2gGXTWF,"Monroe Av:10th St Albany, CA 94710","Here is the empty basketball court with a little storage shack and skate ramp. In the 30 minutes that I was examining the block, no one stepped foot in the gated area. ","[37.8843807441279, -122.297840005731]","[37.884272, -122.298408]","[37.884272, -122.298408]","[37.8842042112848, -122.298749515144]","[37.884267, -122.2985151]"
10/23/2018 22:59:20,4201.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,Yes,1.0,No,"Parks, Schools or daycare centers",3.0,No,No,No,https://drive.google.com/open?id=1i3zYr6DicvylOkn5hysd6LFRMs4CgTHC,"603 Key Rte Blvd, Albany, CA 94706","Albany High School. Its appearance looks a bit old, but it's well kept, and it has quite a lot of facilities, including a gymnasium, a swimming pool, and a baseball field. Looks like a descent high school. And right beside it, there's MacGregor High School, which is said to take care of student-at-risk from Albany High, though I am not sure what exactly their relation is.",https://drive.google.com/open?id=1Vd_tLysrqJ6A-9apq8ZsjUWhWZ38AhKy,"1331 Thousand Oaks Blvd Albany, CA 94706","The house is not big, without a front yard, and has only a limited backyard. But its appearance is clean and neat, appears to be well maintained. And it's a two-story house, while most on the street are one-story. One of the big houses on the street, though its outer design is quite plain compared with many others.",https://drive.google.com/open?id=1UPVLY6RpuqtYK1JSGK6GUyjjW_gHorJc," 1325 Portland Ave, Albany, CA 94706","This is the north part of Memorial Park, where people bring their dogs to play. There were at least some twenty dogs running around on the grass when I passed by. The people seemed to know one another, and talked friendly. Interestingly, though, there were few kids in this part of the park.",https://drive.google.com/open?id=1E8anvwKpm5R8pL3yMarskdvhFkpLt0BC,"Nothing special about this house. Well maintained, clean, one-story, quite common on this street. If anything, its appearance doesn't have any sort of decorations or particular designs that can make it stand out.","1343 Thousand Oaks Blvd, Albany, CA 94706",https://drive.google.com/open?id=1-gLYIhIiR6CJfZMC-VFJrtsCtu5DKXas,"522 Carmel Ave Albany, CA 94706","Probably one of the most beautiful house on the street. And it's large, and two-story, standing out at the end of the block very conspicuously, just like the white house on the other end of the block. Again, it's clean and well maintained. And judging from its appearance, its designer must have spent some efforts on it.","[37.897482125, -122.2929625]","[37.8967454774233, -122.290992493489]","[37.89559215, -122.290822536266]","[37.8967325251329, -122.290578904784]","[37.8974950863624, -122.289992987122]"
10/23/2018 1:11:34,4031.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,No,1.0,No,"Bars and alcoholic beverage services, Eating places/restaurants",3.0,No,No,No,https://drive.google.com/open?id=1_Xb6npv5dCTUZyci3YVejMpLXYt4XUvY,"8th and Broadway, Oakland, CA, 94607","Well dress folks, lit trees, pristine sidewalk",https://drive.google.com/open?id=1B672E19J-3blrvqhNyAX341Rc8tghbqL,"8th and Broadway, Oakland, CA, 94607",Clean sidewalk,https://drive.google.com/open?id=1RBk2-kSOiQYSDzd1hhBfTkgqwSuhWwG-,"8th and Broadway, Oakland, CA, 94607",Bike lane sign and Starbucks sign,https://drive.google.com/open?id=18jya26IeD2qW7zDKlTnF5hbPHPz4E20v,Very clean public parking lot,"8th and Washington, Oakland, CA, 94607",https://drive.google.com/open?id=1bZtkPRDSZCYKvRAxyNCZBj2IPEPpCNwE,"801 Broadway, Oakland, CA, 94607",Starbucks and scooter,"[37.795215375, -122.2768425625]","[37.795215375, -122.2768425625]","[37.795215375, -122.2768425625]","(37.8022742, -122.2755009)","[37.800381, -122.273888]"
10/23/2018 12:01:35,403.0,1.0,3.0,1.0,4.0,0.0,3.0,2.0,Yes,3.0,No,Professional offices (doctor dentist lawyer accountant real estate),3.0,Yes,No,No,https://drive.google.com/open?id=1gLgC1blg2mmd2TlkXl2yqZlI82u4OAKw,"704 Broadway #202, Oakland, CA 94607","Shows some signage, and the bus stop",https://drive.google.com/open?id=1iQADBebrWnJnPjqreCkAvY-44pKh1NTk,"722 Broadway, Oakland, CA 94607",Shows some of the trash that littered the sidewalk,https://drive.google.com/open?id=1IbzZwk_FrTXEMSSF94RWUHkGmOTj4BIN,"722 Broadway, Oakland, CA 94607","A mural that was not graffitied, despite graffiti covering most of the surfaces surrounding it.",https://drive.google.com/open?id=1RB4cU3Egc-1r3TNJEZrSBV73Yi4aVFbH,Reveals the unkempt aesthetics of the area,"722 Broadway, Oakland, CA 94607",,,,"[37.795215375, -122.2768425625]","[37.7997220929327, -122.274044720202]","[37.7997220929327, -122.274044720202]","[37.7997220929327, -122.274044720202]",
10/23/2018 12:22:15,4033.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,No,3.0,No,"Auto repair/auto body shop, Liquor stores or Marijuana Dispensaries",1.0,No,No,No,https://drive.google.com/open?id=10h5F8Rmn-HMspaKNzuh96aJOX-6gTbPX,"184 10th Street, Oakland, CA","Although rare, people are smoking on the street.",https://drive.google.com/open?id=1BehxPU-JHqsN_z_toEQspI1SMh-P9ee5,"184 10th Street, Oakland, CA",There are some nice street paintings here.,https://drive.google.com/open?id=1oBFqTypIjFOnzmzjDesdCXQtQTA48KTK,"151 10th Street, Oakland, CA","People nearby rely on Laundromat, which means most units nearby does not have in-unit laundry.",,,,,,,"[37.7985819897959, -122.265595163265]","[37.7985819897959, -122.265595163265]","[37.7984543673469, -122.265294122449]",,
