Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5
10/30/2019 20:47:03,4239.01,1,2,1,2,0,3,2,Yes,2,No,N/A,2,No,No,No,https://drive.google.com/open?id=1nGft8JQXJnjP0rdbUgByl4qjP11z8fch,"2218 Prince Street, Berkeley, CA, 94705",The picture shows the block face of Prince St. You can see there are parked cars on the street. There are also trees lining the street.,https://drive.google.com/open?id=1qfRLNIWlH4Kp104-fmXe6AADRMh601SD,"2215 Prince Street, Berkeley, CA, 94705","The picture shows the only building that was not residential on the street (Chochmat HaLev, Center for Jewish Spirituality).",https://drive.google.com/open?id=1vdZgzzZLEIdFLp329spgt7FoVMxjiN_f,"2204 Prince Street, Berkeley, CA, 94705",The picture shows the only house (the white house) that seemed to have bars on the window.,https://drive.google.com/open?id=1w0gQvSqzNBSL2u8u-1nj5KRcYrRPUyCL,The picture shows the apartment building on the street that appeared to 4-6 units.,"2204 Prince Street, Berkeley, CA, 94705",https://drive.google.com/open?id=14LMNL2PzKZZvX9lDS0mQgwKM6r1XUq8d,"3051 Wheeler Street, Berkeley, CA, 94705",The picture shows what the street looks like when standing on the corner of Prince St. and Wheeler St. 
10/30/2019 21:28:02,4028,1,1,1,4,0,3,3,Yes,3,Yes,"Professional offices (doctor dentist lawyer accountant real estate), Warehouses",2,Yes,No,No,https://drive.google.com/open?id=1WWUODGHGV7wVQjm1NmsEqEgqufJCv1Oe,"1919 Martin Luther King Jr Way, Oakland, CA, 94612","As seen on the black fence posts, there is some graffiti around the block. However, there does not seem to have been any efforts to cover or get rid of the graffiti. ",https://drive.google.com/open?id=1sninhJlbvsnaDvy1GtC5liNYRTJqvV1I,"1905 Martin Luther King Jr Way, Oakland, CA, 94612","Next to the apartment complex, there is an open space for a parking lot. The emptiness of the lot seems out of place in comparison to the block which is tightly packed with houses and buildings. ",https://drive.google.com/open?id=1ZHV_fvdRQ5NEOlPGx2Qfu9KQdJqQK0T0,"670 19th Street, Oakland, CA, 94612",The houses are very similar in shape and very narrow. The color differentiates them from one another. ,https://drive.google.com/open?id=1U8fYyHRiDnPbAuuvzwKCX3I0TysROkni,"A sidewalk sign has been blown over by the wind and collapsed. There is another one in front of it that lies right in the middle of the sidewalk, blocking pedestrians. ","670 19th Street, Oakland, CA, 94612",https://drive.google.com/open?id=19jCjS4PgLNaZIEhEyldkIA99vhTlFjJn,"689 Thomas L Berkley Way, Oakland, CA, 94612",This building looks like it has been abandoned because of the paint on the windows and the wood blockings in the back. It gives off an eerie vibe as there is no sign or indication of what the building is supposed to be. 
10/30/2019 21:32:01,4007,1,1,1,2,0,1,1,Yes,1,Yes,N/A,1,No,No,No,https://drive.google.com/open?id=1hDjuQGwNylIzQUNSKa_M-kKAvSkxeHH8,"841 Aileen St, Oakland, CA, 94608",This is one of the more extensive houses on the street; it has the appearance of being more modern. ,https://drive.google.com/open?id=12-4OapQXkKKYUc9JmH8Qk0sSzJCZCRv_,"836 Aileen St, Oakland, CA, 94608","This is one of the less extensive houses on the street; it does not have the appearance of being as modern. I found this house interesting as it was the only one that was enclosed in this manner.
",https://drive.google.com/open?id=1hFQNIa7gcY2eyZL20TB85S9_AU9yc3Xc,"816 Aileen St, Oakland, CA, 94608","This is one of the smaller houses on the street; it has the appearance of being there for at least a few decades. Additionally, this house is interesting because of the ATM machine in the front yard.",https://drive.google.com/open?id=1ta0A3CMwVp0688LN-4YxWfNigVVjNpQJ,This is one of two Neighborhood Watch signs on the street; it appears that someone purposely spray-painted over the contact information for local authorities. It reads “. . .immediately report any suspicious activities to the. . .” then the bottom text is obscured by the black spray paint.,,https://drive.google.com/open?id=1KXgLVsAXHETb56i3MVXHkSq7X3uoXIlW,,A friendly neighborhood cat trusted me enough to follow me around the street. I find that this provides insight into the safety of the neighborhood; this cat was the only animal I saw on Aileen St.
10/30/2019 21:40:15,4224,1,1,1,2,0,3,1,Yes,2,No,"Auto repair/auto body shop, Community center, Eating places/restaurants",2,No,No,No,https://drive.google.com/open?id=1uT15_g_SOEX2CJPwiTNyNhWHSvcmnjGS,"1784 Shattuck Avenue, Berkeley, CA, 94709","Photo 1: At one point, a man set these bags down on the sidewalk for several minutes while inside of Sam’s Cleaners. Eventually, he seemed to be cleaning the inside of the establishment; and the bags most likely contained cleaning-related supplies (one seemed to be full of shredded paper). However, it was unusual that the person left the items outside while discussing something with the owner rather than simply entering and starting a shift.",https://drive.google.com/open?id=1s-6dc5yMwNoCdFpqGp6F73v9QVDfHTBK,"1788 Shattuck Avenue, Berkeley, CA, 94709","A few establishments provided benches for use. As can be identified in the photo, benches were fairly short, with built-in metal armrests; this was potentially to prevent use by homeless people. However, there was no apparent deterrent for members of the general public who wanted to use the bench.",https://drive.google.com/open?id=1yZYuqD1_R_81xLL5XaG9YA-M40ifB0gM,"1798 Shattuck Avenue, Berkeley, CA, 94709","This establishment (Boba Panda) was closed, with brown paper covering windows from the inside. Due to window reflections, it is difficult to see, but there is a sign above the white art gallery sign which states “Temporary Closed Sorry” (each word on a separate line).",https://drive.google.com/open?id=1azBuLaZr5E3-7GRgjjec3gG-8Al6_MwZ,"The block face contained the art gallery shown above, noted because in the observer’s experience, art galleries are not frequently stumbled across. Additionally, this was a characteristic storefront size for all establishments on the block face, and similar to the gallery, none of the other establishments seemed to be commercial chains.","1790 Shattuck Avenue, Berkeley, CA, 94709",,,
10/30/2019 21:45:16,4203,1,1,1,1,0,2,1,No,1,No,"Banks or credit unions, Bars and alcoholic beverage services, Eating places/restaurants, Fast food or take-out places, Liquor stores or Marijuana Dispensaries, Professional offices (doctor dentist lawyer accountant real estate), Supermarkets/grocery stores",2,Yes,No,No,https://drive.google.com/open?id=1dWlZTt0HCIrVE0lklPU2aD30DIhbVMTM,"823 San Pablo Ave, Albany, CA, 94706",The cars parked in the area are mid-range/older models suggesting a middle class income,https://drive.google.com/open?id=1f1xoq5Y9FhFeS4NTJk4GwlRGfHxKH8Mk,"811 San Pablo Ave, Albany, CA, 94706","The only dirt on the road was due to the high wind, which means the roads are cleaned daily.",https://drive.google.com/open?id=1r5pRBFg-g23vOJnz5oRKZO-IKJ80QAAU,"835 San Pablo Ave, Albany, CA, 94706",Florists and organic bedding shops suggest the visitors have the capital to spend on extraneous items for personal satisfaction,,,,,,
10/30/2019 22:48:42,4212,1,1,1,1,0,1,2,No,2,No,Parks,3,Yes,No,No,https://drive.google.com/open?id=1O-UiMnUwalid7iBsadFl0icC9SjQ0Y5F,"950 Indian Rock Ave, Berkeley, CA, 94704",Indian Rock Park,https://drive.google.com/open?id=1PxJMZoW7IZ3lkE7vQuraDYhV24cMdZM5,"830 Shattuck Ave, Berkeley, CA, 94704","Narrow, windy streets with lots of parked cars",https://drive.google.com/open?id=1V0FUxgXnsrYzFENNmkbvxMZqj-luuIRy,"800 Shattuck Ave, Berkeley, CA, 94704","Large houses with front yards, trees line the block",,,,,,
10/30/2019 23:15:48,4205,2,1,1,2,0,1,2,No,1,No,"Banks or credit unions, Bodega deli corner-store convenience store, Community center, Eating places/restaurants, Playgrounds, Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers",2,Yes,No,No,https://drive.google.com/open?id=1gERqal-K7HQj_OA9tpfsfUHqqGRxXYfe,"1175 Solano Ave, Albany, CA, 94706","This place looks like it's brand new or has just been sold, not a lot of movement happening",https://drive.google.com/open?id=1CvFgBNWlS4f-LrR8fPKDQeRSR-4fArle,"1158 Solano Ave, Albany, CA, 94706",A local restaurant,https://drive.google.com/open?id=1qmEuUpAtbk1yfMH5-8ilnQ-1hGy--xch,"1187 Solano Ave, Albany, CA, 94706",Parking on the face of the block,https://drive.google.com/open?id=1Gx6FOmosXWMgDns0oHtLBRNMgvXMe1yF,Cornell Elementary School,"1200 Solano Ave, Albany, CA, 94706 ",,,
10/30/2019 23:32:47,4202,1,1,1,1,0,3,4,No,2,No,N/A,2,No,No,No,https://drive.google.com/open?id=18fesAZN6wkE9nkFE_QvsbIL_rBcfPxLo,"623 Cornell Avenue, Albany, CA, 94706","These two adjacent homes highlight the diversity of the houses on Cornell Avenue.
",https://drive.google.com/open?id=126BytfRQuQX_L5W5tNFB9uQqTBufw4D2,"614 Cornell Avenue, Albany, CA, 94706","This home is a prime example of how unique the houses are. A handful of the homes have fences or walls, but this one is the most sophisticated.",https://drive.google.com/open?id=1cy6DcU4CjwMM_D-nPGCACSA1YMgAT6xz,"630 Cornell Avenue, Albany, CA, 94706",This woman was the only person I saw. She treated me with suspicion and took it upon herself to photograph me.,https://drive.google.com/open?id=17vKyvcIiPXzz9_YKzN4viI2CoK6nfF__,"
There was a child’s toy on the street. It is unclear if it was left out to be picked up as trash or if it was simply forgotten outside.","1011 Martin Luther King Jr Way, Oakland, CA, 94607",,,
10/31/2019 0:33:54,4206,1,1,1,2,0,3,1,No,1,No,Professional offices (doctor dentist lawyer accountant real estate),2,No,No,No,https://drive.google.com/open?id=1ovUGngua4n3oNFaqa3vhB6PnzMJe63gT,"940 Pomona Ave, Albany, CA, 94706","The sidewalk on this block face had cracks and broken pieces, as seen in the picture. It would be easy for someone to trip and fall if they did not watch where they walked.",https://drive.google.com/open?id=1qM7KksD5SnBDsmmG4oBD41PrkbVPUniB,"1032 Pomona Ave, Albany, CA, 94706","This house was recently sold, which shows that people would want to live in this neighborhood; the houses are well-kept, the streets are clean, and the overall neighborhood is quiet. ",https://drive.google.com/open?id=1VNLiR-4FHtniYYHY5L7mUmav6k4NYJPN,"918 Pomona Ave, Albany, CA, 94706","This house, like many others on the street, has Halloween decorations, which indicates that the residents on this block face are spirited and participate in American traditions. These decorations also made the neighborhood feel more homely. ",https://drive.google.com/open?id=1uoursZN2X6lHi46kufBT2RBQfl0pZkVV,"The front yard of this house has not been maintained, as the grass is untrimmed, there are dry patches everywhere, and fallen leaves have not been cleaned up. Most of the front yards are like this, which is odd because the houses themselves seem clean and well-kept. ","932 Pomona Ave, Albany, CA, 94706",,,
10/31/2019 8:22:11,4028,1,2,1,2,0,1,1,Yes,2,No,"Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate)",1,No,No,No,https://drive.google.com/open?id=1mWQORRnd-YiMwZq-iD7xavvgkJJi0_eW,"1951 Telegraph Ave, Oakland, CA, 94612",Side walk is under construction. The building across the street (Beauty Supply) has graffiti. It is the only graffiti visible on the block. Image is taken infront of modern coffee/art store.,https://drive.google.com/open?id=1QBxiW9Y3GWHK3LVagSuRaMOoSQ8Jnwz2,"520 20th St, Oakland, CA, 94612",Modern and up-kept apartments. The building with the arch is a climbing gym.,https://drive.google.com/open?id=1NgXYsB8sLRAIy6paG6PR0h_PHHNr7jGw,"576 20th St, Oakland, CA, 94612","Clean, quiet, metered street. Many hybrid cars. ",https://drive.google.com/open?id=19oKkqiQjTWKGw54VToZTMR83BO9AA2iJ,There is an SEIU (a union) office. Note the ride-share electric scooter parked out front. ,"560 Thomas L Berkley Way, Oakland, CA, 93612",,,
10/31/2019 12:04:00,4031,1,3,1,1,0,5,2,Yes,2,Yes,"Bodega deli corner-store convenience store, Parks, Playgrounds",2,Yes,No,No,https://drive.google.com/open?id=1oIdtq5EGOyfWiKVRGTZnBYCr6DEZQn34,"901 Jefferson St, Oakland,CA, 94607",Condos,https://drive.google.com/open?id=1U0EKAAX3656z9UzPmph0uGC1R83dAihI,"1176 10th St, Oakland, CA, 94607 ",,https://drive.google.com/open?id=1_oAufhMJNfvH9MqdVxM743ruBgQJnp2y,"1011 Martin Luther King Jr Way, Oakland, CA, 94607",Neighborhood Vhurch,https://drive.google.com/open?id=19gO94oDWnkPZLiZRAP1PGo8IYKUs68i7,Lafayette Park,"1011 Martin Luther King Jr Way, Oakland, CA, 94607",https://drive.google.com/open?id=1AiH2CAzJHRa6JCec7SyxY1mkR8BIk4jn,"1176 10th St, Oakland, CA, 94607",
10/31/2019 12:44:35,4229,1,2,1,3,0,1,1,No,1,Yes,"Banks or credit unions, Chain retail stores, Eating places/restaurants, Fast food or take-out places",2,Yes,No,No,https://drive.google.com/open?id=1jfkCOdAuRAhEBkuok6sQgBAncUqCfUVO,"2160 Shattuck Ave, Berkeley, CA, 94704",There is graffiti on the orange construction lane dividers.,https://drive.google.com/open?id=1nH65rgojp6ZMYw3rxcOjPxoVK_3yTn3J,"2160 Shattuck Ave, Berkeley, CA, 94704",There was mostly young people in the area.,https://drive.google.com/open?id=17Q94EY60DTT5A4nfg--cTaIucHmV0LuV,"2160 Shattuck Ave, Berkeley, CA, 94704",There is someone playing an instrument in the corner.,,,"2160 Shattuck Ave, Berkeley, CA, 94704",,,
10/31/2019 13:40:38,4007,1,2,1,2,2,3,2,Yes,2,Yes,"Gas station, N/A",2,Yes,No,Yes,https://drive.google.com/open?id=17mzagVSXFW0o-FJOtm5FDq1iPUtv9nOQ,"850 55th St, Oakland, CA, 94608","Corner of 55th St. and Genoa which shows some parking areas under construction next to the ford bike rack. This is the same corner where the barber shop is at on 55th St. in a majority residential area.

",https://drive.google.com/open?id=11m8il8jM3gkTJKIUrj25fByvXqoVvTuo,"848 55th St, Oakland, CA, 94608","This photo captures the only unit in the whole block under sale at the same corner of 55th St. and Genoa St. This picture also portrays the condition of the block which seems good with the sidewalk in good condition and no trash displayed. 

",https://drive.google.com/open?id=1ixxNu2XDi8fj4X8vDeWY8NLkyndKuxFl,"870 55th St, Oakland, CA, 94608","One of the few articles of waste seen on the whole block, a mattress. Streets were overall pretty clean and there was not a lot of trash on the curb or sidewalk so this mattress stood out sorely. 
",https://drive.google.com/open?id=16Kv81w1VDMnuPINkM6uZmtnAhpmDi9dW,"Street view immediately before Market St. facing the block of 55th St. This picture illustrates the street conditions which does not portray trash on the curb and the pavement itself is not in bad condition either. 
","894 55th St, Oakland, CA, 94608",https://drive.google.com/open?id=16GSkew6NwPJSxH3sYHuUuQN3NeM2TFTA,"879 55th St, Oakland, CA, 94608","One of the many residential houses in the block of 55th St. This one in particular stood out to me for the sign concerned with pets eating cocoa. Berkeley activism yeah!
"
10/31/2019 13:46:42,4235,2,3,1,4,0,2,3,Yes,4,No,Warehouses,3,Yes,No,No,https://drive.google.com/open?id=1Eh5PsEWh0ZngySF5aooxR4GmU1oJGuaI,"2600 Shattuck Avenue, Berkeley, CA, 94704",Intersection of Parker and Shattuck which shows the recently constructed Equinox which has an apartment complex on top of it. There is also an AC Transit Bus stop and a mini parking lot in front of Equinox. ,https://drive.google.com/open?id=1k_KnEGl5kZ7Q-ZrTxZULnwGRh833wTme,"2600 Shattuck Avenue, Berkeley, CA, 94704",From the intersection of Carleton and Shattuck there is an abandoned building that seems to be ready to be torn down or redeveloped. There is a fence surrounding it that contains a lot of construction materials. There are also homeless people living next to a part of the fence. There is a lot of trash on this side of the block compared to the Equinox side. ,https://drive.google.com/open?id=11fSc79V154DYopzmiGRxVA0f0Awg6JHq,"2600 Shattuck, Berkeley, CA, 94704",There is a locked porta potty that is located in front of the fence that is surrounding the building. It seems as if some part of the building/block has already been torn down by construction work. ,https://drive.google.com/open?id=1LCTHe9PKhpN2eHvXLnEXrWstgyvqCnU3,Overall view Shattuck from that block. There is two-way traffic but the streets are very wide which allows there to be less traffic.,"2600 Shattuck, Berkeley, CA, 94704",https://drive.google.com/open?id=1sL6uQMzPUO3UgR3alJSZXDmNNaMqglOq,,"On the block with the abandoned building, there is a public bench that no one seems to sit in often. It seems as if this block will go under development soon. "
10/31/2019 14:14:10,4202,1,1,1,1,1,1,1,No,1,No,N/A,3,No,No,No,https://drive.google.com/open?id=1HVUf-qgsd2bnLGTUcxSoEAjiYLjuQrfQ,"1322 Cornell Avenue, Berkeley, CA, 94702 ","A ""typical"" house on the street ",https://drive.google.com/open?id=1L4V3yRdi32dgXtxgR6jTwrnbNGeB3hhm,"1329 Cornwell Avenue, Berkeley, CA, 94702 ",No people or cars driving on the street ,https://drive.google.com/open?id=1peDGyNtBvZDnm-0ZRp7ivjyZKM9gPcva,"1339 Cornell Avenue, Berkeley, CA, 94702 ",Street in very good condition,https://drive.google.com/open?id=1ewgZFBkY4J6Bcxja8YKn4FlCKPl7w3b2,A representative photo from the block ,"1339 Cornwell street, Berkeley, CA, 94702 ",,,
10/31/2019 16:30:03,4206,3,4,1,3,0,4,3,Yes,1,Yes,"Banks or credit unions, Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate), Supermarkets/grocery stores, N/A",2,Yes,No,No,https://drive.google.com/open?id=1ePTg3kjwFP_q4ASQ1Bxw5_lEgSm1WldU,"109 Curtis Street, Albany, CA, 94706","I thought it was interesting that somebody had an unused motorcycle in their front lawn parked against a tree. It seemed dusty and as if it were there for a while. It looks like an older model, but Rebel motorcycles are pretty expensive and to see it just dormant there was intriguing. ",https://drive.google.com/open?id=11uFA3fauPOMk_ZlW0gVKenL7MkgkyVDp,"1307 Neilson Street, Albany, CA, 94706",These old and faded newspapers were seen all around the block in the lawns of the homes. I thought it was weird how the exact same paper was left out and all looked faded. There were no other types of newspaper seen left out except this one. ,https://drive.google.com/open?id=10Jpy9WIghnsHpwcazKON9CM0vlteaVRn,"109 Curtis Street, Albany, CA, 94706",This image of a house on Curtis Street shows how bad the maintenance is for some houses. ,https://drive.google.com/open?id=1v9ssB8hHD6Cd1nxwIUU5-Nkp90OXsLUW,"It was interesting how the street itself looked rusty and not as maintained, but I saw that some people were gardening vegetables on their front lawns. Furthermore, surprisingly there were a lot of children walking passed this street and dog walkers. ","109 Curtis Street, Albany, CA, 94706",,,
10/31/2019 16:32:21,4224,1,2,1,2,0,1,2,Yes,1,No,Schools or daycare centers,3,No,No,No,https://drive.google.com/open?id=1EDUumCo6TIWzDVp6b5WH3CcEpZ8tdvOj,"1709 Milvia Street, Berkeley, CA, 94709",This is the stop sign that sits at the corner of Milvia and Virginia. ,https://drive.google.com/open?id=1GKUVx9n_Ecfn-91MG8romgDW2bEqQMjy,"1709 Milvia Street, Berkeley, CA, 94709","This is a picture that captures the entirety of Milvia and Virginia street, along with a 
bicyclist. I took this picture in the middle of the street.",https://drive.google.com/open?id=1uVDfkCgidGZIGDkbFzg7kSO9Ohy2dkfq,"1940 Virginia St, Berkeley, CA, 94709","This is Bayhill High School. It is a private high school for students with learning differences.
It sits on the corner of Virginia and Milvia. ",https://drive.google.com/open?id=11K9JwuKIkHuipEjfwTABAebVfe9nMlQA,"This is a sign that informs residents about the distance of certain locations from Milvia 
and Virginia street. This sign is covered in graffiti which is one of the five instances of 
graffiti that I noticed on this street.","1709 Milvia Street, Berkeley, CA, 94709",https://drive.google.com/open?id=1CfIeKB-gZNjRnVWI_59s8Hn3sY5xBZzJ,"1940 Virginia St, Berkeley, CA, 94709 ","This is a photo from the other end of Milvia and Virginia street (Bayhill High School) is 
to my right. This time we were able to capture two bicyclists and a bike attached to a signpost. "
10/31/2019 19:04:44,4028,2,2,1,3,0,3,3,Yes,3,Yes,"Auto repair/auto body shop, Warehouses",2,No,No,No,https://drive.google.com/open?id=1N2FmGi9WUVy-Bpvwt7ZeK9AG38UiJrZP,"22nd Street, Oakland, CA, 94612",This street was very quiet with only two people walking on the sidewalk from what I saw. There was a parking structure and a few unmarked buildings in the middle of the street.,https://drive.google.com/open?id=1Mw4ygZrVdicmhIBYIuyIUeKlcRkAMpWm,"22nd Street, Oakland, CA, 94612",Fenced off alley way taking homeless crisis into consideration. ,https://drive.google.com/open?id=1SeU2UkJ-3z3yfF3ZsjhCXTmsG-kFrAsi,"22nd Street, Oakland, CA, 94612",Parking lot  with barbed wire fence at the end of the street. ,,,,,,
10/31/2019 20:14:33,4202,1,1,1,2,0,2,1,No,2,No,N/A,2,No,No,No,https://drive.google.com/open?id=1Aw3i0evxkFOVxJHZJfRcQSxccBh6aIOx,"1245 Portland Avenue, Albany, CA, 94706","This is a picture of a house. Many of the houses were the size of this house with some bigger, two story houses. Although it is small, it looks well kept and “cute”. The car in front of the house was typical of most houses. The cars were Mercedes, Honda, Toyota. Chevrolet, etc.",https://drive.google.com/open?id=1AZRKA0N9kFPdHOmpL18UJYP1CtRTqt8G,"1250 Portland Avenue, Albany, CA, 94706","This is a picture of the sidewalk on my block. It is very clean and typical of the sidewalk I saw throughout the block.
",https://drive.google.com/open?id=1WEEPRUJ5kkAxvLUlc2NO5_pdpfFnGaOt,"1250 Portland Avenue, Albany, CA 94706","This is another picture of a house. It is small and well kept on the outside. Typical of the houses in the block, the house is decorated with flowers on the outside. There is a white fence, more so for decoration than protection. This house also have Halloween decorations on the grass not seen in the picture.",,,,,,
10/31/2019 20:55:16,4028,1,2,1,2,0,3,3,No,3,No,"Bodega deli corner-store convenience store, Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers",1,No,No,No,https://drive.google.com/open?id=1mTTo6mItdalYaZMpZLEyyZ0letpfi1OE,"550 18th St, Oakland, CA, 94612","This is the apartment complex that looked rather new. There are a few parking garages that only the residents have access to. There is also the dumpster on the far right with graffiti all over it. On the right side of the building there is also a graffiti sign as well as two paintings hung on the side of the wall. 
",https://drive.google.com/open?id=1p2vO3BmEUlyeh_5_Ub0Z7J4RHm0vVgZ_,"530 18th St, Oakland, CA, 94612","This is Oakland School of the Art that is next to the apartment complex. The school is three stories high and on the right corner was a corner store. The building design changed towards the far right on top of the corner store, could be part of the school or residence area.
",https://drive.google.com/open?id=1x_sgE1s68f42wYa5MXSVo-SAdba0BaM6,"519 18th St, Oakland,CA, 94612","Across from the apartment complex was this ice skating rink. The building looked clean with no graffiti on it. This took up almost half of the block. 
",https://drive.google.com/open?id=1lUrwUujePnsNpnvC7J6p-xhZyZiYNSmp,"Between the ice skating rink and legal office was this small private parking lot on the right corner. There was no entrance to get into this parking lot from this side of the block.
","510 17th St, Oakland, CA, 94612",https://drive.google.com/open?id=1HYrvBNmxZu0dxNS3NL7s5ZODSlJIgKcp,"1735 Telegraph Ave, Oakland, CA, 94612","On the corner of the street, next to the private parking lot was a legal aid office. The main entrance to the office was on the other side of the street. On the side there is a mural on the wall representing cultural and social aspects of Oakland. On the second level you could see a balcony and a small blue sign that says “Bay Legal United Against Hate”.
"
10/31/2019 21:00:23,4006,1,2,1,2,0,3,2,No,1,No,N/A,1,No,No,No,https://drive.google.com/open?id=1ytCmpYEFcg49rq0sqfewoBdAj5pA08Uh,"5685 Carberry Ave, Oakland, CA, 94609",There are signs on the street indicating the safety of the neighborhood and warning others of the level of security the residents of the street expect of their community. ,https://drive.google.com/open?id=1rK78IRo8sWD8VuCSQMdaQtwFW-phQGAN,"5650 Carberry Ave, Oakland, CA, 94609",All of the houses are well maintained and groomed. There are no abandoned houses or houses under construction at the time of observance. ,https://drive.google.com/open?id=1z8LNADxZpEQG5IJnLx73uDFV9ACdGxIJ,"573 Aileen St, Oakland, CA, 94609","There are signs warning drivers of children on the street indicating the significant amount of families with children in the neighborhood. In addition, a lot of the cars parked on the streets are vans, usually owned by individuals with larger families. ",https://drive.google.com/open?id=1sWkBv6PTJKrbYHcWqQJPQ0BpzUCIxK-p,The roads are relatively well taken care of and the sidewalk is spacious and clean of trash and other substances. ,"562 56th St, Oakland, CA, 94609",,,
10/31/2019 21:10:23,4204,1,2,1,3,0,1,2,Yes,3,No,"Community center, Parks, Playgrounds",1,Yes,No,No,https://drive.google.com/open?id=1Pa5TtYJvqKj6zrTynmanYdUzsZcd61eG,"1050 Monroe Street, Albany, CA, 94706","This image shows a ""Kids Teaching Garden"" which is behind the children's community center (the entrance to the community center is not on my blockface)",https://drive.google.com/open?id=1tfj2kj_FNCrdk8QG_kJSLxfEElLRs3dx,"1050 Monroe St, Albany, CA, 94706",Apparatus Bay shares an address with the residential services center and is a center for youth programs (gym),https://drive.google.com/open?id=1OFdsh1YxIMGPPvVk-kTv8WRmuggR0BVA,"1080 Monroe St, Albany, CA, 94706",This sign was on the corner of Tenth and Monroe and highlights the political and community sentiment regarding their environment.,https://drive.google.com/open?id=1Ik-jxzCGHKjuJuBkchCGRShOTU6TDx91,BAck,"1050 Monroe St, Albany, CA, 94706",https://drive.google.com/open?id=1nCFTjwyNpC_9m6cABUjrOWjNfmKgZvBo,"1050 Monroe St, Albany, CA, 94706",At the end of the block face begins the residential area.
10/31/2019 21:31:57,4213,1,1,1,1,0,1,1,No,1,Yes,N/A,2,No,No,No,https://drive.google.com/open?id=1rbTuY7rQzhxyi72KPYy93UKRz9Xd0Ydp,"1781 Capistrano Ave, Berkeley, CA, 94707","There were 3 well established front yard gardens like this on the block. People were growing greens, lots of tomatoes, and various types of herbs.",https://drive.google.com/open?id=1N1ZJKzbgtvPt7JcYA767lsn9oS1mt9_r,"831 Ensenada Ave, Berkeley, CA, 94707",This smashed pumpkin on the corner was the only litter I saw on the block. There were many pumpkins in front of the houses since it’s Halloween time.,https://drive.google.com/open?id=1i1NTCsItdMXZNP21hGocr9J3Poa2T-2U,"831 Ensenada Ave, Berkeley, CA, 94707",This unattractive wheel-chair ramp seems to clash with the other house-fronts which are mostly well tended. People on this block can afford to install amenities like this.,https://drive.google.com/open?id=1Gyh2rtRHD-MOVZJunFxymXyr8QFbhRrs,"I checked google maps, and this boat has been here since at least January of 2019. Underneath the boat there is a ladder and pile of mysterious refuse.","1716 Capistrano Ave, Berkeley, CA, 94707",,"1744 Capistrano Ave, Berkeley, CA, 94707",I found it odd that these two houses--separate residences--were attached in this way. A wooden fence continues back along the line between the lots. 
