,Unnamed: 0,Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5,Image #1 coordinates,Image #2 coordinates,Image #3 coordinates,Image #4 coordinates,Image #5 coordinates
71,71,10/24/2018 11:32:54,4028.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,Yes,1.0,No,"Eating places/restaurants, Parks",3.0,No,No,No,https://drive.google.com/open?id=1B8mgqgMr73TtNQf_E9JZ21noLNMPUQv7,"500 William Street, Oakland, CA 94612","The bin and the sign is printed with graffiti, which makes the sign sort of unclear for people who really using it. ",https://drive.google.com/open?id=1xIkwtc-hbQ70ik1rdY7gGdKMVpFh4btG,"1911 Telegraph Ave, Oakland, CA 94612","It is a performing tent that is under construction, I think that provides lots of entertaining experience to the residents nearby, but it may also brings noise at the same time.",https://drive.google.com/open?id=1iWx8tFUqtY1hSvMxr_9Yles_V-WSr3KK,"1951 Telegraph Ave, Oakland, CA 94612","There are some stickers and graffiti on the traffic light, it makes the block looks less clean and safe. ",https://drive.google.com/open?id=1wGhTXP3HlKx7MQPZnOINYMHxPs45gxUV,"There is word graffiti on the light, which is the property of the apartment, it may make the resident concern about the safety.","500 William Street, Oakland, CA 94612",https://drive.google.com/open?id=1q7JXOIzW_YF99UHcsGTI-jUO-Ku7DFrM,"1990 Rashida Muhammad St, Oakland, CA 94612","The electric scooters all lay down on the street, it makes me wonder if there is lack of the rental station or people are being disrespectful and just put it on the street.","[37.809083, -122.269945]","[37.8085687916667, -122.27001425]","[37.8092978, -122.2698631]","[37.809083, -122.269945]","[37.8091978, -122.2713988]"
72,72,10/24/2018 0:53:13,4224.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,No,2.0,Yes,"Eating places/restaurants, Fast food or take-out places, Parks",2.0,No,No,Yes,https://drive.google.com/open?id=18mZS7kS-3zPXC7NFhEfKzBXd2pOh2Zgj,"4224 Oxford st, Berkeley. CA 94704 ",,https://drive.google.com/open?id=1Uc4xZnOrsAEOpFE0FfNPtSpaH_0wXSag,Virgiia street ,,https://drive.google.com/open?id=1f5EEXDr_nRh7KALe6-UK1H6SfDBMLUEL,"4224 Oxford st, Berkeley. CA 94704 ",,https://drive.google.com/open?id=1kk0-FHIWNGkIVignYS9zPLimDyNytfBa,,Virgiia street ,https://drive.google.com/open?id=1qIeM3XRHdrIkdpOn83nLMzaTbKBjAgaC,"4224 Oxford st, Berkeley. CA 94704 ",,"[37.8706709, -122.2659557]","(37.8752396, -122.2695878)","[37.8706709, -122.2659557]","(37.8752396, -122.2695878)","[37.8706709, -122.2659557]"
73,73,10/24/2018 0:53:41,4204.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,No,2.0,No,,3.0,Yes,No,No,https://drive.google.com/open?id=15D9ilPcDdOBpMqIy3erYm7tJWr5kHSn_,"944 Polk St, Albany, CA, 94706",Ocean View Park across from the block,https://drive.google.com/open?id=1PzYujrD9PAc79DbI5Wx5iz8W2PD82Ynu,"944 Polk St, Albany, CA, 94706","Very clean street, little to no visible garbage or uneven pavements",https://drive.google.com/open?id=16dYIFMPtjdEL0fptVEnTTPHmTDo76z-e,"944 Polk St, Albany, CA, 94706",Aesthetic is the typical residential block ,,,,,,,"[37.8885478935646, -122.303105265884]","[37.8885478935646, -122.303105265884]","[37.8885478935646, -122.303105265884]",,
74,74,10/24/2018 1:06:53,4205.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,No,2.0,Yes,"Community center, Eating places/restaurants, Fire station, Public library, Post office, Schools or daycare centers",3.0,Yes,No,No,https://drive.google.com/open?id=1SOC9Xl_OtGd7_NrzS8RB6RRuDhZd1P5r,"1212 Marin Ave, Albany, CA 94706",This was a very cute bird feeder set-up that was on one of the trees outside a home. I don't think one of these bird feeders would have lasted in Berkeley (not that there's any trees to put it anyway).,https://drive.google.com/open?id=1r895LEdAloEFP8fZUZshG3lU42llMC2U,"976 Cornell Ave, Albany, CA 94706",This was a heart-shaped rock lawn. A lot of the lawns here were very well-kept and fairly big.,https://drive.google.com/open?id=11XlUf-sBg3vLl541Mj7u0IB00V17iT_7,"949 Cornell Ave, Albany, CA 94706",Many of the fences to the home's backyard had elaborate fences/gates such as this one.,https://drive.google.com/open?id=1gCtigTIsgfpoWJ_ACsSguwSKWJyC0LLi,"I spotted many political signs on the front lawns of homes. As I was taking this picture, the owner of the home smiled and exclaimed ""yaaay!"" (She was probably thinking that I would post the picture in support or something.)  Another thing to note is that a lot of the signs were for the same candidate.","1214 Marin Ave, Albany, CA 94706",https://drive.google.com/open?id=16mt_F4DheSqgwcxhY2ecYsD1u0h2Ujmt,"Marin Ave, Albany, CA 94706",I was surprised to see a gas pipeline going through this neighborhood. (It was very loud.),"[37.8871681951544, -122.294685971463]","[37.8879691186669, -122.295583134159]","[37.8888377321918, -122.295648990273]","[37.8871797218604, -122.294627632217]","[37.8895069, -122.2849992]"
75,75,10/24/2018 9:08:59,4214.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,No,1.0,No,,1.0,No,No,No,https://drive.google.com/open?id=1XS9dH-DeL1mEnoiI0V545pixRIVKgG2_,"1953 Hopkins St, Berkeley, CA 94707",On the corner of Napa Avenue lies Epworth United Methodist Church with the LGBT pride flag waving. ,https://drive.google.com/open?id=1oNGuNGLIR1kHbPzpywKp2L_D3xo9aH_f,"1961 Napa Avenue, CA 94707",Signs exhibit the owner’s views on social justice issue such as immigration. ,https://drive.google.com/open?id=1g8QQAvoAUdIxcknBqcrSLMOzNs31aAaQ,"1951 Napa Avenue, CA 94707","On this particular side of the block, the front yards 
of the residents appear more maintained in comparison to the other side.
",https://drive.google.com/open?id=10DapGgYZ9P6XfysBDaEMrHbrHQuvPoyV,Posters captioned: “We All Belong Here We Will Defend Each Other” “Everyone is Welcome Here” which highlight Berkeley's progressive political views.,"1959 Napa Avenue, CA 94707",,,,"[37.887229, -122.2734674]","[37.8873484690157, -122.274302446425]","[37.8871652265574, -122.274514425632]","[37.8873129368372, -122.274345773441]",
76,76,10/24/2018 1:03:26,4202.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,No,1.0,No,,2.0,No,No,No,https://drive.google.com/open?id=1u1RtxQqTYtQuulY3zt4mHKlb1dCNfXyi,"712 Kains Ave, Albany, CA 94706","This image shows a large building that seems to be either a large house or a duplex. This block was a residential block with houses, apartments and duplexes. ",https://drive.google.com/open?id=1idehI25XKTYmR4YwY64z0ete_m8sYSXM,"545 Kains Ave, Albany, CA 94706",This image depicts a nicely decorated house for the upcoming Halloween holiday. This may reflect the moderate affluence in this particular neighborhood because this family has available income to allocate to seasonal decorations.,https://drive.google.com/open?id=1RtVBL6DyY0UbG985CRKESgbgFh-R1wu6,,"This image represents the cleanliness of this area. Because I went to observe this census tract quite late at night, there were not people in the area. ",,,,,,,"[37.8933100950488, -122.299080770544]","[37.896146714299, -122.299785019405]","(37.8944611, -122.2974624)",,
77,77,10/24/2018 1:41:32,4201.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,Yes,2.0,Yes,"Parks, Playgrounds, Schools or daycare centers",3.0,No,No,No,https://drive.google.com/open?id=1Z-oucLPwuNFEBHzbXqnT1E07MbZDRVii,"1325 Portland Ave, Albany, CA 94706","Photos of the community gardens at Memorial Park in Albany, CA",https://drive.google.com/open?id=1VyPhxcdSZh1jTIO-GBZx-4cBklD-9jgb,"1325 Portland Ave, Albany, CA 94706","Recreational facilities at Memorial Park: enclosed playground for toddlers (top), resident exiting dog park (middle left), public grill/fire pit area (middle right), families gathered at large play structure (bottom)",https://drive.google.com/open?id=1hmxtpogSza0gp39VtSjKiKAJJvEhmqhV,"1325 Portland Ave, Albany, CA 94706","Waste management/vandalism: (top) graffiti on a table near the enclosed playground; (bottom - left to right) a grill pit filled with litter, waste management compost bins, one of several trash/recycle/compost containers surrounding the playground",https://drive.google.com/open?id=1DQw3ksHcZY6RZS3AtRWYe5G6b4IQq_p4,"KISS: Kids Speaking Spanish, a Spanish-immersion pre-school program. ","1331 Portland Ave, Albany, CA 94706",https://drive.google.com/open?id=1Cc6LsfCBiCVMPN1vklNMbuMLmi4os0Aa,"635 Carmel Ave., Albany, CA 94706",One of several houses on the block that displayed political signs on their property.,"[37.89559215, -122.290822536266]","[37.89559215, -122.290822536266]","[37.89559215, -122.290822536266]","[37.8948849185349, -122.290664283144]","[37.8956399683506, -122.289902173869]"
78,78,10/24/2018 1:55:42,4033.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,Yes,3.0,No,Public library,3.0,No,Yes,Yes,https://drive.google.com/open?id=1YCotpid0nJPa_yKKM3TDyz-QD6xlwAmj,"125 12th St #100, Oakland, CA 94607","Because the library was surrounded by county and official buildings, the conditions of the block face was well-kept and fairly calm.",https://drive.google.com/open?id=1HR-7MXX_Fxvllx--NYTFJs3rAlbcKVt_,"120 11th St, Oakland, CA 94607",This was the only religious building in the area. Its Chinese writing coincided with that of the street signs.,https://drive.google.com/open?id=1voSUrwrqVfSADkL2gJGEDxJsWo5NTfUs,"149 11th St, Oakland, CA 94607",This was across the street from the church. Fence was not too high but barbed wire was surprising to see in this particular spot.,https://drive.google.com/open?id=1WikV4tQhnM4L8e-WMGKwU68fPW2rOb7z,Located outside the Alameda County Clerk-Recorder office building. Cigarette buds could be caused by those working in this building.,"1106 Madison St, Oakland, CA 94607",https://drive.google.com/open?id=1_Fr_0AQSn6yVBnoJdchez4nMBZnJSee8,"1221 Oak St, Oakland, CA 94612",Located across 12th st. Upkeep shows consistency.,"(37.7944308, -122.2663244)","[37.7992721666667, -122.264659666667]","[37.7996107340353, -122.266013196111]","[37.7996468, -122.264907171602]","[37.80032985, -122.26421478573]"
79,79,10/24/2018 1:56:33,4239.01,1.0,2.0,1.0,1.0,3.0,3.0,2.0,Yes,1.0,No,"Manufacturing, Supermarkets/grocery stores, Warehouses",3.0,No,No,No,https://drive.google.com/open?id=1bHvBIKhKD_Mswqs6VabNk4aKXcqMmiCX,"2034 Essex St., Berkeley, CA, 94703",It demonstrates the many cars and trees on the sidewalks. ,https://drive.google.com/open?id=1c-K0ZxQKLnz15p_sDVdGKRyvult4m5tx,"3048 Shattuck Ave., Berkeley, CA, 94703",This photo shows graffiti and lesser trees than the rest of the block. ,https://drive.google.com/open?id=1ayoBN3xb2jFA9H2OdBoiy0tNWC70VDBT,"2007 Essex St., Berkeley, CA, 94703","We can see this house has a wheelchair sign, showing care for the disabled. ",https://drive.google.com/open?id=1G9ct1T4eGyrq4O5cTaXMINrKFgTTHMcS,"There is a person and nice houses, showing an affluent neighborhood. ","2024 Essex St., Berkeley, CA, 94703",https://drive.google.com/open?id=1X6VJHHZ8ZEPhsh_a7c6I2tvNv0j57q0w,"2024 Essex St., Berkeley, CA, 94703","There seems to be some sort of a shed, and there is also a motorbike, a rare sight in Berkeley. ","[37.8535880427933, -122.267571301641]","[37.8674531, -122.2677063]","[37.8536873144386, -122.268067215455]","[37.8535654881875, -122.267735893164]","[37.8535654881875, -122.267735893164]"
80,80,10/24/2018 2:10:54,4006.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,No,2.0,No,,2.0,No,No,No,https://drive.google.com/open?id=1yFzMJCILceWzPZUSV7x-yZdzcYCfPQCn,"673 57th Street, Oakland, CA, 94609",Only building under any visible renovations. ,https://drive.google.com/open?id=1wH8DJFd2ygB9RX4DqhQJyc4bZXZ7rBtY,"640 57th Street, Oakland, CA, 94609",The only house with visible Halloween decorations. ,https://drive.google.com/open?id=1p27lDGuK25Yv2Q9tNOzzoqIPNyuW03nW,"646 57th Street, Oakland, CA, 94609",Example of a duplex on this street. ,,,,,,,"[37.8422715681278, -122.267018605737]","[37.8425570986673, -122.26610886039]","[37.842535567487, -122.266265340517]",,
81,81,10/24/2018 2:15:37,4031.0,2.0,4.0,3.0,4.0,0.0,4.0,3.0,Yes,1.0,No,"Eating places/restaurants, Parks, Playgrounds",2.0,No,No,Yes,https://drive.google.com/open?id=15H6hm3J3Bq_p0L952jCWQ4rrk3UPt8bT," 555 12th St Oakland, CA 94607 ","This is the side of the block going towards 11th Street where you can clearly see the newer buildings. However, you are also able to see the difference in blocks with the trash that is located on the block I have chosen.",https://drive.google.com/open?id=11POHEm97JUx3OmpN0SeAWmoM2JL4gBM0,"Lafayette Square Oakland, CA 94607","This is the block that faces the street I have chosen. There is a park area open to the public, and it is mainly being used by older male individuals as smoking spot although there is a playground present right next to them.",https://drive.google.com/open?id=1hXMDNC0niLi2XGvOCHb51mbxdTUQVSQm,"901 Jefferson St Oakland, CA 94607","This is the block going towards 10th Street. As you can see, there are renovated apartments. This is just a 10 step walking distance away from my block and there is a large difference in the living conditions of the people on these blocks. ",https://drive.google.com/open?id=1hpUWPjmUanWiDKWQfK8jhMYnRzzg4VRH,This is a picture of the gutters of the block I chose. You can see that there are condoms on the floor along with cigarrete buds and other trash. The whole block has trash like this. ,"1000 Jefferson St, Oakland, CA 94607",https://drive.google.com/open?id=1LcGk7_11sSCr5cPE4pjrIxjOAsWe1LBz,"577 11th St, Oakland, CA 94612","With this picture, you can see how “poorly” maintained the building is in the sense that it has lots of graffiti on it. You can also see how it is apartments on top of businesses, but they look nothing alike to the buildings surrounding it. ","[37.803536, -122.2750401]","[37.80355845, -122.276889795949]","[37.802441, -122.277004]","[37.803053, -122.276381]","[37.8034640485874, -122.275805034285]"
82,82,10/24/2018 2:19:50,4212.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,Yes,1.0,No,,3.0,No,No,No,https://drive.google.com/open?id=1tneWrhaL777hEhPE_n1cgkrp1r2N7_mY,"801 Shattuck Avenue, Berkeley, CA",Found these signs at the entrance of the park ,https://drive.google.com/open?id=1qSNj8CuK56qGG8L6f7qPEsdND_amZZD6,"807 Shattuck Avenue, Berkeley CA",Found several houses with this sign in their yards ,https://drive.google.com/open?id=1N75DP--AqXDbPpQCGK10q95e3OLbqaMc,"944 Shattuck Avenue, Berkeley CA",Graffiti was found on almost every bin in this area ,,,,,,,"[37.8691664, -122.2678917]","[37.8919258, -122.2719753]","[37.8904021539773, -122.269542775869]",,
83,83,10/24/2018 2:32:08,4202.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,Yes,2.0,No,"Auto repair/auto body shop, Eating places/restaurants",2.0,No,No,No,https://drive.google.com/open?id=1O3nd_wcxr9LY5Q0xeocxBn-HJn-E4kxi,"1114 Brighton Ave, Albany, CA 94706","The street was actually pretty nice, no potholes or roughness. The lawns and areas around the block were also very neat yet in front of one house on the block, There was a huge pile of garbage. While I know what garbage can implicate as it is mentioned in the survey. It can imply a lack of ability or want to care usually within a poorer society- but this seems more like an anomaly like a garbage person dropping part of the house’s garbage without realizing. ",https://drive.google.com/open?id=1oklkSV0KlbwIgDB7Qdam-pScYyjIbcNw,"1101 Brighton Ave, Albany, CA 94706","My main point in taking this specific photo is what it shows about the neighborhood, it is clearly a youth’s bike whether young 20s or a middle schooler. However, the importance comes with how the person left the bike. The bike was chained to the post with a fancier chain than the ordinary $5 one from Walmart which indicated a certain amount of wealth. The helmet was simply clipped to the side and things were left in the basket which implies a certain amount of trust in the area. I never saw the owner come back for her bike and even otherwise I wouldn’t be able to guess if she was a resident nearby. However, the bike itself was very indicative.
",https://drive.google.com/open?id=1nrA_SBZhtJnMnoGZQWPu3twdyZu9l12a,"540 San Pablo Ave, Albany, CA 94706","This is a photo of the picture painted on the side of the bowling alley and while it was not on my block face, it was very clearly visible standing on the block face and looking across the street to the Bowling Alley on San Pablo, I found it interesting the statement that the owners and potentially the area is trying to make with the emphasis of “ since 2003”. A lot of areas strive for character and something personal and establishments that have been around for awhile tend to accomplish that. My city back home has a movie theater that has been around since the 20s, what it attempts to do is to take the current commercialization and add nostalgia which has economic and class implications in a comericalized, developed area. ",,,,,,,"[37.8966968, -122.300227790065]","[37.896977, -122.299999]","[37.8961913, -122.3010785]",,
84,84,10/24/2018 7:58:51,4203.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,No,1.0,No,,1.0,No,No,No,https://drive.google.com/open?id=1AzgKsVPZu8ZeB5inj_eT0ZC75Eg9amtw,"CLay St, Albany, CA, 94706",The houses were located on a uphill landscape so all the houses had 2 flights of stairs.,https://drive.google.com/open?id=1VnTVEy1sP-2dD98bc1aoA-FZEEv7FUQ4,"Jackson St, Albany, CA, 94706",The opposing street was a park so it was not fully developed.,https://drive.google.com/open?id=152qy-h4JyaB4Ud3ITRlv0bGiNmJ1Mo_2,"Jackson St, Albany, CA, 94706",The area is a fire prone,,,,,,,"[37.8960324, -122.3009447]","[37.8835598, -122.2999737]","[37.8835598, -122.2999737]",,
85,85,10/24/2018 8:20:12,4213.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,No,1.0,No,,3.0,Yes,No,No,https://drive.google.com/open?id=1xNVJ8w1WXRaVunhCJ6OcsKOS_304wmiZ,"1727 Sonoma Ave Berkeley, CA 94707","I noticed this neighborhood is 100% residential. Many of the homes are single unit houses with their own lawn, driveway, and backyard. I also noticed a handful of local election signs on the street. The street was nice to drive down because there were a lot of trees on the sidewalk and mostly stop signs/almost no traffic lights. ",https://drive.google.com/open?id=1I4DidIc06Shuj6vvk4erKmHD8THsnVca,"1004 Ventura Ave Albany, 94706",The house sizes range from large to small. This house was a smaller house I noticed and I thought this neighborhood might have been here for a long time from the architecture. I think smaller houses like the one in the photo are common back in the 1950s or 1960s. ,https://drive.google.com/open?id=1IYwwnsrL5weY2rqs4fekMJVUjSia1LJ3,"1504 Beverly Place Berkeley, CA 94706","This neighborhood had an overall well landscaped garden. There were a lot of plants, bushes, and tree everywhere which created a scenic route to walk within the neighborhood. I did not run into many people during my observations but I could hear kids nearby and maybe a school. ",,,,,,,"[37.886478, -122.281097]","[37.8866117890428, -122.283759288247]","[37.8860642045267, -122.283452068097]",,
86,86,10/24/2018 8:40:16,4203.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,No,2.0,Yes,"Community center, Eating places/restaurants, Schools or daycare centers",3.0,Yes,No,No,https://drive.google.com/open?id=1qeRKijHF_BHFDFYP7Q-cLeRz4odTobvF,1216 Solano Ave,YMCA Daycare Center,https://drive.google.com/open?id=1uiu8Hxxu9RJ6TJ1UZukgkmYdf9zFu4Mw,1216 Solano Ave,Bus stop in front of the YMCA Daycare center,https://drive.google.com/open?id=15YA227LEhQTs9djgpHo5YS5vJip--VtQ,,People walking their young children.,,,,,,,"[38.0991816734694, -122.24313555102]","[38.0991816734694, -122.24313555102]","(37.8906102, -122.3182668)",,
87,87,10/24/2018 8:55:10,4027.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,Yes,3.0,Yes,"Bars and alcoholic beverage services, Community center, Fast food or take-out places, Gas station, Liquor stores or Marijuana Dispensaries, Parks, Playgrounds, Schools or daycare centers",2.0,Yes,No,Yes,https://drive.google.com/open?id=1TE-3Sgdjei-7vIcJURmyTTXfVN9pv3YX,"17th and West st. Oakland Ca, 94607",This is the entrance of Marston Campbell park. To the left of it it is a charter school called Kipp Bridge Academy. In the background I noticed the semi high project apartments(Market st.).  On the opposite side of the camera are just normal individual houses,https://drive.google.com/open?id=12KbOu3QRFyrReCANQofvw54dhmPMepAr,"799 West st. Oakland Ca, 94607",This is a drug store that stays open 24/7.,https://drive.google.com/open?id=13LdUflBPGmk6COubnQuQ1saI7BE2qEoV,"1700 Market st. Oakland Ca, 94607",This is  Kipp Bridge Academy. A charger school for those of the neighborhood.,https://drive.google.com/open?id=1hY9SBgJnSQAOsB6TZA3my-zQXKcE2gPI,This is a Rec center where boys and girls can go play at. The center is normally very busy after school as kids wait for their parent to pick them up.,"1825 Market st. Oakland Ca, 94607",https://drive.google.com/open?id=1EqqBUYcleBX4dMPaqG4Me-Nhl4oZKioV,"1741 Market st. Oakland Ca, 94720",A liquor store that sits right across fork school grounds.,"(37.8103872, -122.2769914)","[37.805886, -122.2805487]","[37.8114162258713, -122.279555616207]","[37.8114033469388, -122.279952326531]","[37.811043, -122.280172936693]"
88,88,10/24/2018 9:46:58,4007.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,No,2.0,No,,2.0,No,No,No,https://drive.google.com/open?id=1d8wgOLchaunxxQzyq64O71MIkw_5Gtdv,"882 61st St, Oakland, CA, 94609","This was the only seemingly vacant house on the block, as all of the bottom floor windows were blocked off with wooden panels. The house also looks worn out and the steps look like they have not been swept in a long time. There are cobwebs accumulated along the edges of the mailbox. ",https://drive.google.com/open?id=1E4OttYkus_6dlYa1HP3AvhtdNzW_EdlW,"882 61st St, Oakland, CA, 94609","This is a picture of the front yard of the vacant house. The grass and greenery is mostly brown and dry, and looks like it hasn't been cut or watered in a long time. There is also a single, empty bottle of what looks like to be beer on the ground. The house is surrounded by wire mesh fencing. ",https://drive.google.com/open?id=1AJGCjq-kqndpIskd9BNSZd3yjxASd93V,"858 61st St, Oakland, CA, 94609","This image is interesting in that the house (duplex?) itself is in quite nice condition, except there are obvious indicators that they want to be protected from intruders. Along with the ""BEWARE of DOG"" sign, there seems to be a bell attached to the wire mesh gate, which would ring if anyone tried opening the gate. There is also a security system installed as indicated by the Bay Alarm sign.",https://drive.google.com/open?id=1nQ2oRcyKFfR8YiG9HlkANX-BXCmD02zd,This sign was the only piece of political propaganda on the street. Measure E supports the continuation of funding for Peralta Community Colleges and the allocation of funds towards academic over administrative purposes. Measure G supports the use of funds to upgrade old classrooms and other equipment for Peralta Community Colleges. What's interesting about this is the fact that whoever chose to put this sign up chose to place it here in this neighborhood.,,,,,"[37.8456243333333, -122.274682333333]","[37.8456243333333, -122.274682333333]","[37.8456908333333, -122.274000333333]","(37.8417578, -122.2723135)",
89,89,10/24/2018 9:50:25,4224.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,No,1.0,No,"Auto repair/auto body shop, Schools or daycare centers",2.0,No,No,No,https://drive.google.com/open?id=1L2JxhMfmUqHdCql4cAvrBlpOkTV2Bnly,"2015 Francisco St Berkeley CA, 94709",There were multiple political signs on the block. Most were on people lawns promoting candidates they would vote for.,https://drive.google.com/open?id=1gmkIXMBU_9EgVM-KEtwZOZEs85jXghpN,"2030 Francisco Street Berkeley, CA 94709","This is an image of the Berkeley School Early Childhood Campus. Walking into the block it seems mostly residential but, this school is hidden. Most of the students getting out of school were waling home with their parents as they live on the block.",https://drive.google.com/open?id=13lbCDL-cvmWSX6-NcL0XgzvnH2YVmZYs,"1752 Shattuck Ave Berkeley, CA 94709",This was one of the two establishments on the block. It was the first thing on the block.,,,,,,,"[37.8756323, -122.2703968]","[37.87537435, -122.269468170856]","[37.8753467, -122.269145]",,
90,90,10/24/2018 10:29:46,4201.0,1.0,2.0,1.0,2.0,0.0,5.0,2.0,No,1.0,No,,1.0,No,No,No,https://drive.google.com/open?id=13sbJ9yBiAaxekgE7u1cnYY-YDfVRsXUp,"N/A, because it is a picture of a car","This car was extremely different from the one included in Image #2, but it was interesting how both of them were parked on this street. This implies that there could be a variety of people from different socioeconomic backgrounds living together on this street. ",https://drive.google.com/open?id=1A7PnfkBYFXel8AqzLiHTDcXXy4H4Xz5m,"N/A, because it is a car.",This car is a fairly new BMW as opposed to the old Mitsubishi pictured above. This simply indicates the difference in taste and access to life chances among the residents of this street.,https://drive.google.com/open?id=1hC1qBkCruIFNd_gqBBopNbh-8k68wbZR,"613 San Carlos Ave., Albany, CA, 94706","This depicts a comparatively older house than the house pictured in the next image. As opposed to the cars, this simply shows a slight difference among people's economic abilities on this street. ",https://drive.google.com/open?id=1dlaENV93j3bqo5oj7lmSbTaWT5nA4yO5,"This house seems to be recently renovated and painted, as opposed to the house in Image #3. It's interesting to see such a difference among houses that are so close to each other.","631 San Carlos Ave., Albany, CA, 94706",,,,"(37.8947731, -122.2910214)","(37.8947731, -122.2910214)","[37.8962868364934, -122.289001501856]","[37.8959911166593, -122.28901627086]",
91,91,10/24/2018 10:34:46,4033.0,1.0,5.0,1.0,2.0,0.0,1.0,3.0,Yes,2.0,No,"Bodega deli corner-store convenience store, Eating places/restaurants, Fast food or take-out places, Parks, Playgrounds, Schools or daycare centers, Supermarkets/grocery stores",1.0,Yes,No,Yes,https://drive.google.com/open?id=1wu7NNC9mUvfpBW2rEnsCI9uFcPx7AGb_,241 Tenth St. Oakland Ca 94607,"This Asian market on 10th street is where all locals could go to find all the imported Asian goods such as spices, foods, etc. ",https://drive.google.com/open?id=1wt3Z6IFjKQj2aQKEbMqv3jHduq6GTE_H,"268 Tenth St. Oakland, CA 94704",Instead of graffiti the block was mostly covered with colorful murals that captured symbolic images of the Asian culture. ,https://drive.google.com/open?id=134rpzjbSvNs1eZ-JLWR5-y8gYrTEKhrv,"923 Alice St. Oakland, Ca  94704",There was not a lot of trash in the streets most wrappers and cigarette butts were found near a gutter or under this electric box. ,,,,,,,"[28.5538322, -81.6339617]","(37.7944308, -122.2663244)","[37.7992532431027, -122.268554887508]",,
